node_1,node_2,edge
Heterogeneous Federated Learning (HFL),clients,enables clients with different computation and communication capabilities to collaboratively train customized models
Heterogeneous Federated Learning (HFL),query-response paradigm,uses a query-response paradigm on auxiliary datasets
query-response paradigm,privacy concerns,raises serious privacy concerns due to leakage of query samples and response predictions
GuardHFL,Heterogeneous Federated Learning (HFL),is a privacy-preserving framework for HFL
GuardHFL,secure querying scheme,equipped with a novel HFL-friendly secure querying scheme
secure querying scheme,lightweight secret sharing,built on lightweight secret sharing and symmetric-key techniques
secure querying scheme,symmetric-key techniques,built on lightweight secret sharing and symmetric-key techniques
GuardHFL,multiplication and comparison protocols,core consists of two customized multiplication and comparison protocols
multiplication and comparison protocols,execution efficiency,substantially boost execution efficiency
GuardHFL,existing state-of-the-art techniques,significantly outperforms alternative instantiations based on existing techniques in runtime and communication cost
tomized models,size,may differ in
tomized models,numerical precision,may differ in
tomized models,structure,may differ in
knowledge of models,query-response paradigm,shared via
query-response paradigm,auxiliary datasets,uses
auxiliary datasets,unlabeled datasets,includes
auxiliary datasets,related datasets,includes
unlabeled datasets,same task domain,from
related datasets,different task domains,from
client,samples,queries others with
client,aggregated response predictions,obtains
aggregated response predictions,centralized cloud server,via
client,local model,retrains
local model,query data,retrained on
local model,corresponding predictions,retrained on
flexible approach,customized FL-driven services,facilitates
customized FL-driven services,healthcare,applied in
customized FL-driven services,finance,applied in
flexible approach,intellectual property concerns,resolves
intellectual property concerns,FL models,of
HFL,privacy issues,suffers from
sharing query samples,privacy,violates
auxiliary dataset,patients’ medical conditions,may contain
disclosure of highly sensitive information,illegal,is
auxiliary dataset,patients’ medical conditions,contains
patients’ medical conditions,highly sensitive information,is
disclosure of highly sensitive information,General Data Protection Regulation,illegal under
disclosing response predictions,privacy of local data,compromises
predicted logits,confidence of model,indicate
predicted logits,capabilities of medical diagnostic systems,reflect
predicted logits,knowledge of model parameters and training samples,imply
traditional FL systems,privacy issue,mitigates through secure gradient aggregation protocols
HFL,privacy guarantee,challenging due to heterogeneity of clients’ models
HFL,secure querying schemes,can be integrated with
secure querying schemes,private inference,also known as
secure querying schemes,cryptographic primitives,utilize
cryptographic primitives,homomorphic encryption (HE),includes
cryptographic primitives,garbled circuit (GC),includes
cryptographic primitives,oblivious transfer (OT),includes
secure querying schemes,privacy guarantees for query data and response predictions,provide
