node_1,node_2,edge
Causal discovery,latent confounders,is studied with
Causal discovery,overcomplete independent component analysis (OICA),uses methods based on
overcomplete independent component analysis (OICA),higher-order cumulants,makes use of
higher-order cumulants,closed-form solution,enables
closed-form solution,One-Latent-Component structure,corresponds to
One-Latent-Component structure,mixing matrix,used to estimate
mixing matrix,higher-order cumulants,estimated using
One-Latent-Component condition,latent variables,identifies
One-Latent-Component condition,causal orders,determines
One-Latent-Component structure,Multi-Latent-Component structure,extended to
algorithm,causal structure with latent variables,learns
Causal discovery,latent confounders,requires handling of
Latent confounders,identifiability problems,cause
Causal discovery,observed variables,involves
Latent confounders,observed variables,may directly depend on
FCI,causal discovery with latent confounders,is a method for
RFCI,causal discovery with latent confounders,is a variant method for
FCI,Markov equivalence class,cannot go beyond
RFCI,Markov equivalence class,cannot go beyond
linear and non-Gaussian models,causal structure,identifies even with latent confounders
lvLiNGAM,Overcomplete Independent Component Analysis (OICA),utilizes to estimate mixing matrix
Overcomplete Independent Component Analysis (OICA),mixing matrix,estimates
mixing matrix,causal structure,obtains through estimated matrix
OICA algorithms,likelihood of the data,aim to maximize
OICA algorithms,Expectation-Maximization (EM) procedure,rely on
Expectation-Maximization (EM) procedure,Gibbs sampling,uses as approximate inference technique
Expectation-Maximization (EM) procedure,mean-field approximation,uses as approximate inference technique
OICA,local optima,may get stuck in
causal discovery with latent confounders,mixing matrix,requires estimation of
causal discovery with latent confounders,traditional OICA,avoids using
