node_1,node_2,edge
subset selection,multiple rankings,uses as input
subset selection,multiwinner voting score functions,aggregates rankings into quality scores via
multiwinner voting score functions,quality scores,produces
rankings,bias,may contain
bias,group of items,targets
fairness constraints,selected subset,applied to
fairness constraints,quality,can improve
fairness constraints,unbiased rankings,improves quality with respect to
multiwinner score functions,number of rankings,requires different
smoothness,submodular functions,notion of
smoothness,quality assessment in presence of bias,quantifies
subset selection,multiwinner score functions,guides the choice of
subset selection,machine learning,is a basic problem in
subset selection,computer science,is a basic problem in
subset selection,recommender systems,has applications in
subset selection,feature selection,has applications in
subset selection,search engines,has applications in
subset selection,data summarization,has applications in
subset selection,algorithmic hiring,has applications in
reported utility,selection of k items,leads to
items,multiple points of view,evaluated from
items,multiple points of view,evaluated from
multiple points of view,group recommendation,example of
multiple points of view,short-listing setting,example of
multiple points of view,single user evaluating items from different perspectives,example of
single user evaluating items from different perspectives,personalized recommendations,context of
personalized recommendations,different categories,involves
different categories,separate orderings,produced for
different evaluations,rankings,come in form of
rankings,numerical scores,alternative to
numerical scores,higher elicitation cost,have
numerical scores,aggregation and calibration issues,lead to
rankings,training large language models,used for
training large language models,ChatGPT,example of
rankings,reinforcement learning,used in
principled method,aggregate n rankings of m items,used to
aggregate n rankings of m items,single quality score function,produces
single quality score function,"subsets of {1, . . . , m}",for
score functions,multi-winner voting literature,studied in
multi-winner voting literature,social choice theory,within
