node_1,node_2,edge
FLEX,exploration algorithm,is an
FLEX,nonlinear dynamics,designed for
FLEX,optimal experimental design,based on
FLEX,adaptive exploration,results in
FLEX,parametric learning models,compatible with
model-based reinforcement learning,exploration,requires
exploration,sample-efficient manner,aims for
exploration,exploitation objective,serves
FLEX,downstream model-based classical control tasks,tested on
FLEX,state-of-the-art model-based and model-free approaches,compared to
FLEX,low computational cost,has
robotics,energy systems,related to
agent,control policy,finds
mathematical model,environment,captures dynamics of
mathematical model,data,fitted with
collecting observations,expensive,can be
aircraft system,experiments,running costs energy and time
active exploration,system identification,also known as
active exploration,system,excites
active exploration,informative data,collects
active exploration,sample-efficient manner,learns in
task agnostic exploration phase,learned model,completed before exploiting
learned model,downstream tasks,exploited to solve
dynamics,nonlinear function,takes form of
air friction,control law,essential for accurate
air friction,physical principles,difficult to model from
exploration,linear systems,well understood in
learning,nonlinear dynamics,challenging
nonlinear dynamics,learning,challenging to learn
embedded systems,memory and computational resources,limited by
exploration policy,data stream,must adapt as collected
algorithm,adaptivity,requires
algorithm,limited memory storage,requires
algorithm,real system,must be implementable in
information gain,exploring nonlinear environments,used for
linear parametrizations,expressivity,limited
Gaussian processes,uncertainty,computes
ensembles of neural networks,uncertainty,approximates
Gaussian processes,quadratic memory complexity,suffers from
ensembles of neural networks,computational cost,suffers from
inputs,non-convex optimization problem,planned by solving
