node_1,node_2,edge
Semi-Offline Reinforcement Learning,Reinforcement Learning,is a novel paradigm of
Online Reinforcement Learning,Reinforcement Learning,is a major setting of
Offline Reinforcement Learning,Reinforcement Learning,is a major setting of
Semi-Offline Reinforcement Learning,Online Reinforcement Learning,smoothly transitions from
Semi-Offline Reinforcement Learning,Offline Reinforcement Learning,smoothly transitions from
Online Reinforcement Learning,exploration capability,sacrifices training cost for
Offline Reinforcement Learning,reward signals,efficiently obtains
Offline Reinforcement Learning,exploration capability,sacrifices
Semi-Offline Reinforcement Learning,exploration capability,balances with training cost
Semi-Offline Reinforcement Learning,training cost,balances with exploration capability
Semi-Offline Reinforcement Learning,optimization cost,is optimal in terms of
Semi-Offline Reinforcement Learning,asymptotic error,is optimal in terms of
Semi-Offline Reinforcement Learning,overfitting error bound,is optimal in terms of
Reinforcement Learning,text generation,improves quality of
Pretrained language models,text generation,improve quality of
Reinforcement Learning,pretrained language models,further improves
Reinforcement Learning,ROUGE,directly optimizes
Reinforcement Learning,factual correctness,directly optimizes
Reinforcement Learning (RL),ROUGE,optimizes
Reinforcement Learning (RL),factual correctness,optimizes
Reinforcement Learning (RL),human feedback,optimizes
InstructGPT,reinforcement learning,incorporates
ChatGPT,reinforcement learning,incorporates
GPT-4,reinforcement learning,incorporates
InstructGPT,GPT-3,outperforms in aligning with user intent
ChatGPT,GPT-3,outperforms in aligning with user intent
GPT-4,GPT-3,outperforms in aligning with user intent
reinforcement learning,online setting,has
reinforcement learning,offline setting,has
online RL,language model,generates word tokens from
online RL,reward signal,obtains
Online RL,Language model,allows full exploration of environment
Online RL,Final objective,helps obtain comprehensive understanding of
Language model,Environment,interacts with to see reward
Number of samples,Good generation,approaches infinity to find
Online RL,Time cost,has high
Forward propagations,Language models,required for optimization
K samples,Forward propagations,requires KT
Offline RL,Static dataset,uses for learning
Offline RL,Text generation,eliminates need for during training
Static dataset,Demonstrations or ground-truth labels,includes examples like
