node_1,node_2,edge
Likelihood-free inference,Maximum mean discrepancy (MMD),uses as a distance measure between simulated and real data
Maximum mean discrepancy (MMD),Approximate Bayesian computation,used for
Maximum mean discrepancy (MMD),Minimum distance estimation,used for
Maximum mean discrepancy (MMD),Generalised Bayesian inference,used for
Maximum mean discrepancy (MMD),Nonparametric learning framework,used within
Maximum mean discrepancy (MMD),Root-m rate,commonly estimated at
Root-m rate,Number of simulated samples (m),depends on
Large m,Computational challenges,leads to
Accurate estimate,Parameter estimation,crucial for
Novel estimator for MMD,Sample complexity,improves
Novel estimator for MMD,Computationally expensive smooth simulators,well suited for
Computationally expensive smooth simulators,Low- to mid-dimensional inputs,has
Simulator-based models,Stochastic procedure,define
Simulator-based models,Synthetic data-sets,generate
simulator-based models,stochastic procedure,define
simulator-based models,synthetic data-sets,generate
simulator-based models,population genetics,used in
simulator-based models,ecology,used in
simulator-based models,astronomy,used in
simulator-based models,epidemiology,used in
simulator-based models,atmospheric contamination,used in
simulator-based models,radio propagation,used in
simulator-based models,agent-based modelling,used in
simulator-based models,intractable likelihood function,results in
intractable likelihood function,standard statistical inference methods,renders inapplicable
MMD,"embedding µk,Pθ",requires approximating
"embedding µk,Pθ",reproducing kernel Hilbert space Hk,in
classical approach,m equally-weighted independent samples,consists of
classical approach,"µEW_k,Pmθ",denoted
this paper,optimally-weighted samples,improves estimator using
optimally-weighted samples,"µOW_k,Pmθ",denoted
intractable likelihood function,standard statistical inference methods,renders inapplicable
intractable likelihood function,likelihood-free inference methods,motivates development of
likelihood-free inference methods,likelihood or its derivatives,circumvents evaluation of
likelihood-free inference,simulated observations,involves comparing
simulated observations,observed data,compared with respect to distance
distance estimation,inference,essential for
distance estimation,synthetic data,requires simulating large amounts of
synthetic data simulation,computational bottleneck,can be a
expensive simulators,CPU hours,can take hundreds or thousands of
cardiac modelling,expensive simulators,example of
tsunami models,shallow water equations,based on
tsunami models,GPU hours,requires several per run
runaway electron analysis models,nuclear fusion devices,for
runaway electron analysis models,CPU hours,requires 24 per run
models of large-scale wind farms,CPU hours,requires 100 per run
discrepancies,likelihood-free inference,popular for
discrepancies,KL divergence,such as
discrepancies,Wasserstein distance,such as
