node_1,node_2,edge
Federated Learning,Cross-Silo Federated Learning,is a type of
Federated Learning,clients,involves
Federated Learning,central server,orchestrated by
Federated Learning,negative transfer,suffers from
FEDCOLLAB,negative transfer,alleviates
FEDCOLLAB,clients,clusters into coalitions
FEDCOLLAB,coalitions,creates non-overlapping
coalitions,distribution distances,based on
coalitions,data quantities,based on
clients,similar data distributions,collaborate with
clients,less data,tends to collaborate more when having
cross-silo FL,clients,involves
clients,organizations,are
clients,data,have data with different distributions and quantities
clients,hospitals,example of
hospitals,patient types and numbers,vary in
cross-silo FL clients,local training,perform
cross-silo FL clients,FL,participate in
global FL (GFL),single global model,trains
global FL (GFL),weighted average of local losses,minimizes
global FL (GFL),IID data,natural solution for
non-IID data,negative transfer problem,causes
negative transfer problem,global model,makes perform worse than local models
negative transfer problem,personalized FL (PFL) algorithms,plagues
distribution distance,data quantity,affect local vs global model performance
large distribution distance,local model,performs better than global model
large quantities,local model,performs better than global model
local models,personalized FL (PFL) algorithms,compared to
negative transfer,personalized FL (PFL) algorithms,plagues
global model,personalized models,prevents from achieving better performance than local models
negative transfer,clustered FL (CFL),avoided by
clustered FL (CFL),clients,groups into coalitions based on similar data distribution
clustered FL (CFL),FL models,trains within each coalition
clustered FL (CFL),negative transfer,alleviates
collaboration structure,distribution distance,determined by
collaboration structure,data quantity,determined by
distribution distance,data quantity,key factors for characterizing client collaboration
global model,local model,has higher accuracy when distribution distance and data quantity are small
