node_1,node_2,edge
Representation learning,Deep reinforcement learning,is a key challenge for
Exploration,Deep reinforcement learning,is a key challenge for
Singular value decomposition (SVD),Representation learning,provides a method for
Singular value decomposition (SVD),Transition structure,preserves
Representations,Relative frequency of state visitations,capture
Representations,Pseudo-counts,provide estimate for
Decomposition method,Transition matrix,does not require building
Decomposition method,Deep networks,can make use of
Decomposition method,Mini-batch training,permits
Predictive state representations,Decomposition method,inspires extension to
Decomposition method,Partially observable environments,extends to
Proposed method,DM-Lab-30 environments,learns useful representations on
Proposed method,DM-Hard-8 environments,is effective at hard exploration tasks in
reinforcement learning (RL),complex observations,tackles problems with
reinforcement learning (RL),partial observability,tackles problems with
reinforcement learning (RL),sparse reward signals,tackles problems with
complex observations,multi-modal information,consists of
multi-modal information,visual features,includes
multi-modal information,text,includes
multi-modal information,voice,includes
partial observability,sequence of past observations,requires agent to look at
sparse reward signals,exhaustive exploration,makes impractical
efficient exploration,agent’s representation,depends on
representation learning,exploration,unified framework beneficial for
representation learning,auxiliary tasks,often includes
auxiliary tasks,predicting future events,used for
predicting future events,directly,can be done
predicting future events,latent space,can be done in
latent space,representation collapse,prone to
auxiliary tasks,contrastive losses,use
contrastive losses,representation collapse,prevent
contrastive losses,negative sampler,sensitive to choice of
exploration,reward bonuses,include
reward bonuses,counts,based on
reward bonuses,reconstruction errors,based on
rich-observation settings,enumerating counts,challenging in
reconstruction,irrelevant details,can focus on
RND,representation learning method,decoupled from
De-Rex,singular value decomposition,builds upon
De-Rex,state representation,trains
De-Rex,pseudo-count estimate,trains
pseudo-count estimate,exploration,used for
