node_1,node_2,edge
Continual learning,catastrophic forgetting,central challenge of
replay buffer,catastrophic forgetting,used to combat
prior task data,replay buffer,form of
representation learning,forgetting,less prone to
class prototypes,representation learning,jointly learned with
supervised contrastive loss,representation learning,used to learn
embedding space,samples,mapped to
class prototypes,embedding space,evolved in
distillation loss,class prototypes,constrains to maintain relative similarities
Prototype-Sample Relation Distillation,continual learning,method for
Prototype-Sample Relation Distillation,distillation loss,proposes novel
task-incremental setting,Prototype-Sample Relation Distillation,yields state-of-the-art performance in
Continual Learning (CL),knowledge acquisition,aims to continuously acquire
Continual Learning (CL),data stream,learns from ever-changing
catastrophic forgetting,performance decay,is referred to as
Prototype-Sample Relation Distillation (PRD),relative ordering,preserves
Prototype-Sample Relation Distillation (PRD),prior task prototype,preserves relative ordering of samples for
task-incremental setting,state-of-the-art performance,yields
class-incremental setting,strong performance,provides
class-incremental setting,stored data points,does not use any
catastrophic forgetting,continual learning,represents a great challenge in
catastrophic forgetting,performance decay,is referred to as
continual learning algorithms,catastrophic forgetting,are designed to control for
continual learning algorithms,memory and computation constraints,observe additional restrictions such as
LwF,storage of past data,does not require
EWC,storage of past data,does not require
LwF and EWC,joint training,under-perform compared to
buffer,existing samples,maintains
buffer,distillation,allows reuse for
buffer,replay,allows reuse for
buffer,gradient alignment constraints,allows reuse as part of
buffer-based approaches,state-of-the-art continual learning systems,are predominant in
training on a new task,storing prior data,may be prohibited to
