node_1,node_2,edge
Faster Gradient-Free Algorithms,Nonsmooth Nonconvex Stochastic Optimization,solves
objective function f(x),Eξ[F(x; ξ)],defined as
component F(x; ξ),L-mean-squared Lipschitz,is
component F(x; ξ),nonconvex and nonsmooth,is possibly
gradient-free method,stochastic zeroth-order oracle complexity,has
stochastic zeroth-order oracle complexity,O(L^4 d^(3/2) ε^(-4) + Δ L^3 d^(3/2) δ^(-1) ε^(-4)),bounded by
algorithm,"(δ, ε)-Goldstein stationary point",finds
Δ,f(x0) - inf_x f(x),equals
x0,initial point of the algorithm,is
this paper,more efficient algorithm,proposes
more efficient algorithm,stochastic recursive gradient estimators,uses
more efficient algorithm,O(L^3 d^(3/2) ε^(-3) + Δ L^2 d^(3/2) δ^(-1) ε^(-3)),improves complexity to
stochastic optimization problem,min_x f(x) = Eξ[F(x; ξ)],is
Lipschitz continuous objective,popular applications,arises in
popular applications,simulation optimization,includes
popular applications,deep neural networks,includes
popular applications,statistical learning,includes
popular applications,reinforcement learning,includes
popular applications,financial risk minimization,includes
learning,Clarke subdifferential,is related to
financial risk minimization,Clarke subdifferential,is related to
supply chain management,Clarke subdifferential,is related to
Clarke subdifferential,locally Lipschitz continuous function,is a natural extension of gradients for
Clarke subdifferential,smooth function,extends gradients for
Clarke subdifferential,subdifferentials for convex functions,extends
finding a (near) ϵ-stationary point,Clarke subdifferential,is computationally intractable in terms of
Zhang et al. (2020),"(δ, ϵ)-Goldstein stationarity",proposed
"(δ, ϵ)-Goldstein stationarity",Clarke subdifferential,considers convex hull of
"(δ, ϵ)-Goldstein stationarity",non-asymptotic convergence analysis,is a valid criterion for
"(δ, ϵ)-Goldstein stationarity",nonsmooth nonconvex optimization,is used in
Goldstein (1977),δ-ball neighbourhood,introduced concept of
stochastic interpolated normalized gradient descent method (SINGD),"(δ, ϵ)-Goldstein stationary point",finds
stochastic interpolated normalized gradient descent method (SINGD),Hadamard directionally differentiable objective,works for
stochastic interpolated normalized gradient descent method (SINGD),stochastic first-order oracle,has complexity of
"(δ, ϵ)-Goldstein stationary point",Hadamard directionally differentiable objective,is a stationary point of
stochastic first-order oracle,"(δ, ϵ)-Goldstein stationary point",has complexity O(∆L3δ−1ϵ−4) for computing
L,objective,is the Lipschitz constant of
∆,f(x0) − inf_x f(x),is defined as
x0,algorithm,is the initial point of
perturbed stochastic interpolated normalized gradient descent (PINGD),Hadamard directionally differentiable assumption,relaxes
perturbed stochastic interpolated normalized gradient descent (PSINGD),stochastic settings,is proposed for
Cutkosky et al. (2023) algorithm,stochastic first-order oracle,has complexity O(∆L2δ−1ϵ−3) via O2NCC
Online-to-Non-convex Conversion (O2NCC),Cutkosky et al. (2023) algorithm,is used by
Tian & So (2022) hard instance,deterministic algorithm,"shows no deterministic algorithm can compute (δ, ϵ)-Goldstein stationary point in finite-time within dimension-free complexity"
