node_1,node_2,edge
Distributed Contextual Linear Bandits,stochastic contexts,studies
Distributed Contextual Linear Bandits,N agents,involves
Distributed Contextual Linear Bandits,linear bandit-optimization problem,solves
linear bandit-optimization problem,d-dimensional features,has
Distributed Contextual Linear Bandits,T rounds,operates over
information-theoretic lower bound,communication cost,derives lower bound for
communication cost,Ω(dN),has lower bound
DisBE-LUCB,LinUCB algorithm,is a distributed batch elimination version of
DisBE-LUCB,central server,shares information through
DisBE-LUCB,communication cost,matches lower bound up to logarithmic factors
DisBE-LUCB,regret,has
regret,˜O( dN T ),is of order
single-agent algorithm,N T rounds,optimal for
DecBE-LUCB,DisBE-LUCB,is a fully decentralized version of
DecBE-LUCB,central server,operates without
DecBE-LUCB,immediate neighbors,shares information with
DisBE-LUCB,central server,operates without
agents,immediate neighbors,share information with
consensus procedure,information sharing,designed for
contextual bandit problem,learning agent,involves
learning agent,decisions,makes
decisions,contextual information,based on
learning agent,policy,learns
policy,total reward,maximizes
contextual bandit algorithms,online personalization systems,deployed in
online personalization systems,medical trials,such as
online personalization systems,product recommendation,such as
personalized recommendation,articles,modelled as
personalized recommendation,contextual bandit problem,modelled as
learning algorithm,articles,sequentially selects
articles,users,recommended to
contextual information,users,about
contextual information,articles,about
Contextual bandit algorithms,Article recommendation,used for selecting articles to recommend based on contextual information
Contextual bandit algorithms,User-click feedback,continuously update strategy based on
Distributed cooperative learning,Shared prediction model,multiple agents collaboratively learn
Contextual bandit algorithms,Distributed systems,explored in
Distributed systems,Robotics,includes application in
Distributed systems,Wireless networks,includes application in
Distributed systems,Power grid,includes application in
Distributed systems,Medical trials,includes application in
Collaborative behavior,Decision-makers/agents,required for selecting better actions
Distributed nature,Speed-ups of learning process,can lead to
Distributed learning algorithm,Communication efficiency,desirable goal is
Communication efficiency,Collaborative learning,keeping communication rare is important in
