node_1,node_2,edge
Paging,online algorithms,is a prototypical problem in
Paging,learning-augmented algorithms,has played a central role in the development of
learning-augmented paging,recurrence predictions,investigates predictions on
learning-augmented paging,state predictions,investigates predictions on
learning-augmented paging,all requests until the current page gets requested again,investigates predictions on
learning-augmented paging,relative order in which pages are requested,investigates predictions on
learning-augmented paging,one-bit prediction per request,limited to
algorithms,"consistent, robust and smooth",satisfy all three desirable properties of
Paging,caching,also known as
Paging,resource management in operating systems,can be motivated through
online problems,resource management,motivated through
resource management,operating systems,occurs in
cache memory,capacity,has
cache memory,pages,stores
page requests,cache,loaded into
page fault,page,occurs when missing
page fault,cache,requires loading into
evicting,page,removes from cache
page fault,cache,occurs when a page is not in the cache and must be loaded
page fault,fixed cost,incurs
page eviction,cache,makes space for a new page
paging problem,page eviction,involves deciding which page to evict
paging problem,minimize total page faults,goal is to
LFD (longest forward distance),Belady’s rule,follows
Belady’s rule,evict the page requested furthest in the future,states
Belady’s rule,offline algorithm,applies only to
offline algorithm,future page requests,requires knowledge of
deterministic online algorithm,competitive ratio k,cannot obtain smaller than
FIFO,evict the oldest page,uses strategy
LRU,evict the least recently used page,uses strategy
FIFO,k-competitive,is
LRU,k-competitive,is
MARK,randomized algorithm,is a
MARK,(2Hk − 1)-competitive,is
randomized algorithm,competitive ratio Hk,cannot obtain better than
optimal randomized algorithm,Hk-competitive,is
