node_1,node_2,edge
TIDE,Time Derivative Graph Diffusion,is an abbreviation for
TIDE,graph neural networks,is a method for
message-passing framework,graph neural networks,is a paradigm for
message-passing framework,neighboring nodes,restricts communication to
TIDE,message-passing framework,overcomes structural limitations of
TIDE,long-distance communication,enables efficient
deep convolutional networks,oversmoothing,are prone to
TIDE,spatial extent of diffusion,optimizes
TIDE,local message-passing,also enables
TIDE,state-of-the-art methods,outperforms
Graph Neural Networks (GNN),data mining,applied in
Graph Neural Networks (GNN),recommendation systems,applied in
Graph Neural Networks (GNN),text classification,applied in
Graph Neural Networks (GNN),image analysis and matching,applied in
Graph Neural Networks (GNN),molecular property prediction,applied in
Graph Neural Networks (GNN),spectral methods,includes
Graph Neural Networks (GNN),spatial or convolutional designs,includes
Graph Neural Networks (GNN),recurrent graph neural networks,includes
Graph Neural Networks (GNN),graph auto-encoders,includes
Graph Neural Networks (GNN),convolutional graph neural networks,includes
convolutional graph neural networks,message-passing,based on
convolutional graph neural networks,Kipf & Welling (2017),introduced by
convolutional graph neural networks,simplicity,key strength
convolutional graph neural networks,simplicity,has strength of
convolutional graph neural networks,computational efficiency,has strength of
convolutional graph neural networks,composability with other neural networks,has strength of
convolutional graph neural networks,generalization across different graphs,has strength of
GCN approach,"Kipf & Welling, 2017",introduced by
message-passing approaches,oversmoothing,has limitation of
oversmoothing,difficulty in training beyond small number of layers,implies
message-passing operators,1-hop neighborhood communication,ensures
message-passing approaches,hindered long-distance information propagation,can cause
this work,simple modification to standard GCN design,demonstrates
simple modification to standard GCN design,information propagation across distant nodes,enables
one layer graph neural network,oversmoothing issues,does not have
this design,computational efficiency,inherits
this design,domain independence,inherits
this design,ability to generalize across different graphs,inherits
