node_1,node_2,edge
Large Language Models,Turing Experiment,used to evaluate
Turing Experiment,human behavior simulation,evaluates
Turing Experiment,Turing Test,differs from
Large Language Models,GPT models,includes
Turing Experiment,Ultimatum Game,replicates
Turing Experiment,Garden Path Sentences,replicates
Turing Experiment,Milgram Shock Experiment,replicates
Turing Experiment,Wisdom of Crowds,replicates
Wisdom of Crowds,hyper-accuracy distortion,reveals
hyper-accuracy distortion,ChatGPT,present in
hyper-accuracy distortion,GPT-4,present in
Language Model (LM),human behavior,simulates
Language Model (LM),faithful simulation,evaluated for
Language Model (LM),systematic distortion,may produce
GPT model,Language Model (LM),is a type of
human behavior,simulation,subject of
simulation,human subject experiments,alternative to
behavior,individuals and populations,differs across
perfect simulation,minority groups,requires capturing differences for
Turing's Imitation Game (IG),AI system,tests ability to simulate
AI system,human judge,fools
controlled experiments,faithful simulation,used to study
downstream applications,accurate models of humans,require
education,downstream applications,includes
arts,downstream applications,includes
Turing’s Imitation Game (IG),AI system,is played by
Turing’s Imitation Game (IG),human judge,fools
Language Models (LMs),Turing’s Imitation Game (IG),may win
Language Models (LMs),simulate a single human,capable of
Turing’s Imitation Game (IG),limited diagnostic value,has
Turing Experiment (TE),AI system,evaluates
Turing Experiment (TE),simulating human behavior,used for
Turing Experiment (TE),human subject study,context of
Turing Experiment (TE),multiple subjects,simulates behavior of
Turing Experiment (TE),participant details,takes as input
Turing Experiment (TE),experimental conditions,takes as input
Turing Experiment (TE),synthetic record,outputs
Turing Experiment (TE),Social Psychology,used in
Turing Experiment (TE),Linguistics,used in
Turing Experiment (TE),Behavioral Economics,used in
