node_1,node_2,edge
Federated machine unlearning (FMU),training data subset,aims to remove influence of
Federated machine unlearning (FMU),federated learning model,removes influence from
PCMU,centralized machine unlearning (CMU),improves efficiency of
PCMU,training and unlearning operations,simultaneously executes
FFMU,FMU efficiency,improves
FFMU,unlearning quality,maintains
PCMU method,local machine learning (MU) model,trains on each edge device
nonlinear functional analysis techniques,local MU models,refines as output functions of
local MU models,Nemytskii operator,are output functions of
Nemytskii operator,global Lipschitz constant,has
global Lipschitz constant,difference between two MU models,bounds
difference between two MU models,distance between their gradients,regarding
Nemytskii operator,average smooth local gradients,combined with
global MU model on the server,each local MU model,achieves close performance to
global MU model on the server,certified guarantees,with
Machine unlearning (MU),data holders,gives the right to remove influence of data
Machine unlearning (MU),trained machine learning (ML) model,removes influence of a subset of data from
Machine unlearning (MU),accuracy of the ML model,maintains on remaining data
Centralized machine unlearning (CMU),Machine unlearning (MU),is a group of
Centralized machine unlearning (CMU),server,collects training data from all holders to unlearn centralized ML models
global MU model,local MU model,achieves close performance with certified guarantees
gradients,global MU model,used to guarantee close performance to local MU model
Centralized Machine Unlearning (CMU),Machine Unlearning,is a type of
Federated Machine Unlearning (FMU),Machine Unlearning,is a type of
Federated Machine Unlearning (FMU),Federated Learning (FL) models,forgets target data from
Machine Unlearning,training a ML model,requires
Machine Unlearning,producing an unlearning model,requires
producing an unlearning model,retraining a new ML model,can be done by
producing an unlearning model,directly unlearning the original ML model,can be done by
sequential execution,training a ML model,involves
sequential execution,producing an unlearning model,involves
sequential execution,computationally expensive,is
Federated Machine Unlearning (FMU),edge devices,runs on
edge devices,limited computational resources,have
edge devices,smartphones,includes
edge devices,image sensors,includes
edge devices,Internet-of-Things devices,includes
edge devices,wearable devices,includes
high-dimensional models,constrained edge devices,combined with
high-dimensional models,efficiency issue,worsens
