node_1,node_2,edge
Doubly Optimal No-Regret Learning,Monotone Games,applies to
Accelerated Optimistic Gradient (AOG) algorithm,Doubly Optimal No-Regret Learning,is the proposed algorithm for
Accelerated Optimistic Gradient (AOG) algorithm,smooth monotone games,designed for
Accelerated Optimistic Gradient (AOG) algorithm,optimal O(√T) regret,achieves
Accelerated Optimistic Gradient (AOG) algorithm,optimal O(1/T) last-iterate convergence rate,achieves
optimal O(√T) regret,adversarial setting,under
optimal O(1/T) last-iterate convergence rate,Nash equilibrium,converges to
Nash equilibrium,multi-player smooth monotone games,in
Accelerated Optimistic Gradient (AOG) algorithm,O(log T) individual worst-case dynamic regret,achieves
O(log T) individual worst-case dynamic regret,previous state-of-the-art O(√T) bound,improves upon
agents,repeated play,engage in
game,agents,unknown to
agents,learn to play,must
multi-player games,monotone games,rich family of
monotone games,online learning and optimization,central object of recent studies in
monotone games,Rosen (1965),first introduced by
monotone games,two-player zero-sum games,encompass as special cases
monotone games,convex-concave games,encompass as special cases
monotone games,λ-cocoercive games,encompass as special cases
monotone games,zero-sum polymatrix games,encompass as special cases
monotone games,zero-sum socially-concave games,encompass as special cases
players,no-regret learning algorithm,act according to
players' day-to-day behavior,Nash equilibrium,converge to
convergence,monotone games,investigated in
behavior,Nash equilibrium,converges to
monotone games,Nash equilibrium,has
no-regret learning algorithm,behavior,drives
day-to-day behavior,collective strategy,describes
learning in games,learning rules,includes
learning rules,dynamics,also termed
learning algorithm,convergence,leads to
joint strategy,equilibrium,converges towards
regret,online learning,is central metric in
player,environment,interacts with
action,player,chosen by
loss function,environment,selected by
regret,cumulative loss,is difference between
