node_1,node_2,edge
Reinforcement Learning with General Utilities,standard cumulative reward RL,generalizes
Reinforcement Learning with General Utilities,constrained RL,includes as particular case
Reinforcement Learning with General Utilities,pure exploration,includes as particular case
Reinforcement Learning with General Utilities,learning from demonstrations,includes as particular case
Reinforcement Learning with General Utilities,normalized policy gradient algorithm,solved by
normalized policy gradient algorithm,recursive momentum variance reduction,implements
normalized policy gradient algorithm,sample complexity,achieves
sample complexity,ϵ-first-order stationarity,for achieving
sample complexity,ϵ-global optimality,for achieving
large finite state action spaces,linear function approximation,addressed via
linear function approximation,occupancy measure,approximates
policy gradient method,linear regression subroutine,uses
policy gradient method,large finite state action spaces,applied to
pure exploration in RL,maximizing the entropy of the state visitation distribution,achieved by
imitation learning,minimizing an f-divergence between state-action occupancy measures,achieved by
risk-sensitive RL,maximizing Conditional Value-at-Risk,achieved by
constrained RL,state-action occupancy measures,related to
experiment design,state-action occupancy measures,related to
diverse skill discovery,state-action occupancy measures,related to
unified formulation,maximization of a functional over state-action occupancy measures,proposed as
unified formulation,standard RL,generalizes
state-action occupancy measures,standard RL,maximizes a linear functional of
Convex RL,standard RL,subsumes
objective functional,occupancy measure,is convex (concave for maximization) in
nonlinear functional,additive structure,alters
nonlinear functional,Bellman equations,invalidates
Bellman equations,dynamical programming machinery,is part of
direct policy search method,RL problem with general utilities,solves
direct policy search method,parametrized policy,updates
TSIVR-PG,Policy Gradient (PG) method,is a double-loop variant of
TSIVR-PG,variance reduction mechanism,implements
variance reduction mechanism,importance sampling (IS),makes use of
