node_1,node_2,edge
directed acyclic graph (DAG),prior knowledge,provides
collider structures,inductive biases,provide
inductive biases,regression hypothesis space,constrain
collider regression,probabilistic causal knowledge,incorporates
collider regression,regression problem,applied to
reproducing kernel Hilbert space,generalisation benefit,proves positive
empirical risk minimiser,closed-form estimators,provides
causality,machine learning,returns favour to
causal directed acyclic graph (DAG),data generating process,underpins
causal directed acyclic graph (DAG),prior knowledge,constitutes
causal directed acyclic graph (DAG),regression problem,guides setup of
DAG structure,feature selection,informs
feature selection,predictors,selects
predictors,response variable Y,regress
Markov boundary,Y,set of predictors for
Markov boundary,predictors,resulting set of
Markov boundary,Y,set of predictors for
Markov boundary,colliders,can contain
collider,Y,implies conditional independence with
collider,X1,influenced by Y and X2
collider,X2,influences X1 along with Y
sprinkler (X2),rain (Y),marginally independent
sidewalk wet (X1),sprinkler (X2),observed to infer rain
sidewalk wet (X1),rain (Y),observed to infer rain
environmental driver Y,human activity X2,independent from
environmental driver Y,global temperatures X1,influences
