node_1,node_2,edge
MyoDex,task-agnostic behavioral priors,is a
MyoDex,multi-task learning,leverages
MyoDex,MyoHand,uses
MyoDex,few-shot generalization,demonstrates effectiveness in
MyoDex,positive transfer,demonstrates
MyoDex,dexterous manipulation tasks,solves
MyoDex,distillation baseline,outperforms
human dexterity,prior experiences,builds on
human hand,23 joints,has
human hand,more than 40 muscles,controlled by
MyoHand,physiologically realistic human hand model,is a
MyoDex,generalizable manipulation prior,is the first
MyoDex,dexterous physiological control,catalyzes learning of
Human dexterity,intelligent behavior,is a hallmark of
Human hands,coordination of various muscles,require
New skills,random exploration,do not form by
Human motor system,previous experience,relies on
Previous experience,behavioral priors,builds
Behavioral priors,rapid skill learning,allow
Manipulation behaviors,high-dimensional search space,evolve in
High-dimensional search space,intermittent contact dynamics,populated with
Human motor system,muscle synergy,deals with complexity by activating different muscles as a shared unit known as
biological motor system,muscle synergy,uses to simplify control
muscle synergy,modular organization of movements,enables via spinal cord
muscle synergy,control problem,simplifies
muscle synergy,shared solutions,builds on
shared synergies,building blocks,are fundamental for learning new motor behaviors
MyoDex,behavioral prior,is a
behavioral prior,dexterous manipulation,enables quick learning of
MyoDex,simulated musculoskeletal hand,controls
simulated musculoskeletal hand,contact-rich skilled manipulation behaviors,accomplishes
