node_1,node_2,edge
Zero-shot classification,Contrastively trained text-image models,enables
Zero-shot classification,Prompt engineering,requires
Prompt engineering,Hand-crafting prompts,typically involves
Prompt ensembling,Zero-shot accuracy,improves
Prompt ensembling,Prompt scoring,uses
Prompt scoring,Naive prompt scoring method,has pathologies
Naive prompt scoring method,Overconfidence,suffers from
Overconfidence,Biases in pre-training and test data,caused by
Proposed prompt scoring method,Biases,corrects for
Weighted average prompt ensemble,Proposed prompt scoring method,created using
Weighted average prompt ensemble,Equal average ensemble,outperforms
Weighted average prompt ensemble,Hand-crafted prompts,outperforms
ImageNet,Weighted average prompt ensemble,tested on
average prompt ensemble,equal average ensemble,outperforms
average prompt ensemble,hand-crafted prompts,outperforms
average prompt ensemble,ImageNet,evaluated on
average prompt ensemble,ImageNet variants,evaluated on
average prompt ensemble,fine-grained classification benchmarks,evaluated on
average prompt ensemble,labeled validation data,does not require access to
CLIP,zero-shot classification,performs
CLIP,prompt engineering,requires
zero-shot classification,standard classification models,can match performance of
CLIP zero-shot classifier,ViT-L/14 vision tower,uses
CLIP zero-shot classifier,ResNet-101,matches ImageNet accuracy of
zero-shot CLIP ViT-B/16,ImageNet,performance on
performance,prompt engineering,requires
Zero-shot CLIP ViT-B/16 performance on ImageNet,prompt ‘A photo of {}.’,increases from 64.18% to 66.92% when using
Zero-shot CLIP ViT-B/16 performance on ImageNet,selection of 80 hand-crafted prompts,increases to 68.57% when using
hand-crafted prompts,zero-shot classification,used for
text embeddings of prompts composed with class names,single vector,averaged into
prompt ensemble,averaging text embeddings,is called
prompt engineering,distribution shift,reduces
distribution shift,zero-shot setting,between
distribution shift,training data,between
training data,captions,seldom consist of a single word
need for hand-crafted prompts,general applicability of zero-shot classifiers,reduces
different sets of prompts,different downstream tasks for CLIP,manually designed and tuned for
prompts ‘a photo of a {} texture.’ and ‘a photo of a {} pattern.’,Describable Textures Dataset (DTD),designed for
prompts ‘i love my {}!’ and ‘a photo of my clean {}.’,Cars196 dataset,designed for
designing different sets of hand-crafted prompts,labor-intensive,can be
common prompt design processes,labeled validation dataset,require access to
