node_1,node_2,edge
Gaussian Mixture Models (GMMs),private estimation,studied problem of privately estimating parameters of
Gaussian Mixture Models (GMMs),non-private algorithms,reduced to via a technique
private estimation,non-private algorithms,uses as blackbox
algorithm,Moitra & Valiant (2010),uses as blackbox
algorithm,"(ε, δ)-differentially private",is
sample complexity,private learning of GMMs,provides first upper bound for
polynomial time algorithm,private learning of GMMs,provides first for
private learning of GMMs,boundedness assumptions,does not require
total variation distance,high-dimensional Gaussians,proves tight lower bound for
Gaussian Mixture Model (GMM),mixing weight,has component
mixing weight,wi,denoted by
Gaussian Mixture Model (GMM),mean,has component
mean,µi,denoted by
Gaussian Mixture Model (GMM),covariance matrix,has component
covariance matrix,Σi,denoted by
Gaussian Mixture Model (GMM),Gaussian component,composed of
Gaussian component,"N (µi, Σi)",denoted by
random instance,Gaussian Mixture Model (GMM),drawn from
random instance,index i,sampled via
index i,probability wi,selected with
parameter estimation,probably approximately correct (PAC) model,considered in
parameter estimation,Gaussian Mixture Model (GMM),targets
sample complexity,learning GMMs,studied for
computational complexity,learning GMMs,studied for
polynomial-time methods,learning GMMs,developed for
polynomial-time methods,minimal separation requirements,requires
running time,polynomial-time methods,characteristic of
sample complexity,polynomial-time methods,characteristic of
running time,exponential k,is
sample complexity,exponential k,is
parameter estimation,exponential k,requires
parameter estimation,"Moitra & Valiant, 2010",referenced in
differential privacy,parameter estimation,applied to
differential privacy,"Dwork et al., 2006b",introduced by
ε-DP,differential privacy,is a variant of
ε-DP,pure DP,also known as
"(ε, δ)-DP",differential privacy,is a variant of
"(ε, δ)-DP",approximate differential privacy,also known as
"(ε, δ)-DP","Dwork et al., 2006a",introduced by
multivariate Gaussians,"(ε, δ)-DP",learnable under
multivariate Gaussians,"Aden-Ali et al., 2021a",studied by
computationally efficient estimators,multivariate Gaussians,devised for
computationally efficient estimators,"Ashtiani & Liaw, 2022",devised by
computationally efficient estimators,"Kamath et al., 2022b",devised by
computationally efficient estimators,"Kothari et al., 2022",devised by
GMMs,"(ε, δ)-DP",question of learnability under
GMMs,unbounded domains,considered in
