node_1,node_2,edge
(dense) semantic image correspondence tasks,1,#57d3db
2d results,2,#5769db
3d methods,3,#d3db57
a,4,#57dbc9
a',4,#57dbc9
ancé,7,#9457db
appearance,7,#9457db
appearance from the source,8,#57db5f
appearance part,7,#9457db
appearance transfer onto arbitrary 3d geometry,9,#db7957
apples,6,#db57d3
b,4,#57dbc9
b',4,#57dbc9
chairs,6,#db57d3
consistency during multiview-training,10,#579edb
correspondence quality on untextured meshes,11,#db5f57
correspondences,12,#db579e
corresponding author,13,#57b9db
deep image analogies (dia),15,#db57b9
dia,17,#57db79
dino-vit,1,#57d3db
dino-vit correspondences,6,#db57d3
dino-vit features,18,#57dbae
dino-vit setup,19,#5f57db
dogs,11,#db5f57
edge loss,11,#db5f57
feature extractor dino,20,#c957db
features,8,#57db5f
features produced by dino-vit,14,#57db94
first three rows of the first column in fig. 2,8,#57db5f
fourth row in that column,8,#57db5f
global context,1,#57d3db
i current * gσ1 - i target * gσ2,9,#db7957
image analogies,1,#57d3db
importance-sampling for the cosine similarity,11,#db5f57
large pre-trained vision transformer,1,#57d3db
lg,9,#db7957
"lg, wct, deep image analogies",9,#db7957
mapping,25,#db5784
multi-object scene,15,#db57b9
nerf analogies,4,#57dbc9
nerf analogy,15,#db57b9
nerf analogy b',1,#57d3db
nerf analogy lθ,7,#9457db
nerf editing,4,#57dbc9
nerfs,10,#579edb
neural radiance fields,10,#579edb
nnf search,10,#579edb
non-differentiable,10,#579edb
"number of 5,000 non-background pixels",11,#db5f57
nvs,22,#ae57db
our method,6,#db57d3
plants,6,#db57d3
"position, normal and features of the target",8,#57db5f
pre-conditioning step,11,#db5f57
pre-trained 2d image models,29,#db5769
pre-trained networks,1,#57d3db
preferred method,27,#b9db57
project page,26,#69db57
qualitative results,21,#7957db
quantitative results,30,#84db57
radiance field,7,#9457db
sampling,11,#db5f57
semantic gaps,24,#dbc957
semantic image correspondence tasks,1,#57d3db
semantic mapping,6,#db57d3
semantic similarity,10,#579edb
separate editing,10,#579edb
snerf method,15,#db57b9
source,7,#9457db
source appearance,23,#dbae57
source nerf,8,#57db5f
source view direction,7,#9457db
style-based methods,15,#db57b9
stylization,10,#579edb
stylization and appearance editing,10,#579edb
tables,6,#db57d3
target geometry,7,#9457db
target nerf,8,#57db5f
target position,7,#9457db
target's surface normal,7,#9457db
target’s geometry,8,#57db5f
target’s view-dependence,7,#9457db
text-based,4,#57dbc9
text-based methods,16,#9edb57
texture on target geometry,6,#db57d3
traditional image-analogy and style-transfer methods,9,#db7957
traditional stylization-based methods,28,#db9457
user study,6,#db57d3
users,5,#5784db
"view direction, rgb and features of the source nerf",8,#57db5f
vision transformers (vits),1,#57d3db
vits,1,#57d3db
λ,9,#db7957
transfer,2,#5769db
instantngp,3,#d3db57
semantic parts,12,#db579e
m. fischer,13,#57b9db
surprisingly well on most metrics,17,#57db79
semantic and structural information,1,#57d3db
principal components,18,#57dbae
exact vit setup,19,#5f57db
target geometry’s color or texture,20,#c957db
cosine similarity,14,#57db94
nerf representation r,25,#db5784
text-based nerf editing method instructnerf2nerf,4,#57dbc9
understanding and representing the three-dimensional world,10,#579edb
high-quality novel view synthesis,22,#ae57db
semantic features,29,#db5769
multi-view consistency,27,#b9db57
mfischer-ucl.github.io/nerf_analogies,26,#69db57
figure 7,21,#7957db
tab. 1,30,#84db57
many-to-many relation,24,#dbc957
highly non-stationary,23,#dbae57
desired geometry,16,#9edb57
our method outperforms traditional stylization-based methods,28,#db9457
additional evaluation,6,#db57d3
semantic quality,6,#db57d3
a large majority of users prefer our method over several typical baselines,5,#5784db
