node_1,node_2,edge
reinforcement learning (rl),long horizon and sparse reward tasks,RL in long horizon and sparse reward tasks is notoriously difficult
reinforcement learning (rl),training steps,requires a lot of training steps
reinforcement learning (rl),additional reward signals,a standard solution to speed up the process is to leverage additional reward signals
additional reward signals,learning process,shaping it to better guide the learning process
language-conditioned rl,abstraction and generalization properties of language input,the abstraction and generalisation properties of the language input provide opportunities for more efficient ways of shaping the reward
language-conditioned rl,reward shaping method,propose an automated reward shaping method using language input
language-conditioned rl,automated reward shaping method,propose an automated reward shaping method using language input
agent,auxiliary objectives,the agent extracts auxiliary objectives from the general language goal
auxiliary objectives,question generation (qg) and question answering (qa) system,use a question generation (QG) and question answering (QA) system for the auxiliary objectives
auxiliary objectives,intrinsic reward,receives an intrinsic reward proportional to its confidence in its answer when it succeeds
engineer intervention,designing auxiliary objectives,does not require engineer intervention to design the auxiliary objectives
experimental study,sample efficiency,our experimental study shows that this approach improves sample efficiency by directing exploration effectively
abstraction,generalisation,Abstraction and generalisation are key concepts mentioned in the context that are related in the context of leveraging the abilities of language in reinforcement learning to improve generalisation and sample efficiency.
abstraction,communication,Abstraction and communication are essential components mentioned in the context as part of leveraging language in reinforcement learning for enabling communication and improving generalisation and sample efficiency.
generalisation,communication,Generalisation and communication play a role in language-conditioned RL where language conditions the formulation of the problem and assists the agent in learning.
rl,language,"Reinforcement Learning (RL) is linked with language in the context of language-conditioned RL and language-assisted RL, where language is used to condition the problem formulation and assist the agent in learning."
lc-rl,rl,Language-Conditioned RL (LC-RL) is a subset of Reinforcement Learning (RL) where language conditions the formulation of the problem.
lc-rl,language,Language-Conditioned RL (LC-RL) specifically focuses on using language instructions to optimize the corresponding reward function.
reward function,lc-rl,"The reward function in LC-RL is sparse, which leads to sample inefficiency in algorithms."
reward function,sub-goals,"To tackle reward sparsity, one approach is to densify the reward by decomposing the general goal into sub-goals and rewarding them individually."
question-generation,rl agent,The RL agent uses a question-generation module during training to generate relevant questions based on the goal.
question-answering,trajectory,"The RL agent utilizes a question-answering module to answer questions from current trajectories, helping in optimizing the reward."
question-answering module qa,trajectory,"The QA module looks at the trajectory to succeed, obtaining an intrinsic reward proportional to its confidence in its answer."
trajectory,intrinsic reward,The trajectory enables the agent to obtain an intrinsic reward proportional to its confidence in its answer.
trajectory,reconstructing partial information,Producing trajectories incentivizes the agent to reconstruct unambiguously partial information about the general language goal.
goal decomposition,sub-goals,Previous works assume a strict decomposition of the general goal into sub-goals.
ella method,language reward shaping technique,ELLA method is a language reward shaping technique that rewards interesting auxiliary objectives without requiring rigid ordering and correspondence with sub-goals.
methods,expert input,All these methods suffer from the need for expert input.
game-like environments,simple,Simple game-like environments can easily address points
game-like environments,demanding,Complex game-like environments are more demanding to address
agent,generate,The agent is desired to generate its own auxiliary objectives
natural language processing (nlp) field,expert input,NLP field often requires expert input for tasks like automatic summary evaluation
metrics,reference-less,Some successful approaches in evaluation tasks use reference-less metrics
metrics,question generation (qg),Reference-less metrics are based on question generation (QG)
metrics,question answering (qa),Reference-less metrics are based on question answering (QA)
techniques,evaluate,Techniques assess the quality of a generated text by measuring the quantity of information conserved
eager,qg/qa framework,EAGER is a QG/QA framework for RL
agent,initial language goal sentence,Agent in EAGER reuses the initial language goal sentence to generate questions
object,qg,A set of questions (QG) defines an auxiliary objective.
word,agent,Generating a question consists in masking a word of the initial language goal. Then the agent tries to answer these questions.
question,agent,Then the agent tries to answer these questions (guess the missing word) only by observing its trajectory so far.
answer,agent,When it manages to answer a question correctly (QA) it obtains an intrinsic reward proportional to its confidence in the answer.
qa,module,The QA module is trained using a set of successful example trajectories.
qa,reward,"If the agent follows a path too different from correct ones at some point in its trajectory, the QA module will not answer the question correctly, resulting in zero intrinsic reward."
sum,rewards,The sum of all the intrinsic rewards measures the quality of a trajectory in relation to the given goal.
sum,goal,"In other words, maximizing this intrinsic reward incentivizes the agent to produce behaviour that unambiguously explains various aspects of the given goal."
eager,framework,"To the best of our knowledge, EAGER is the only framework that can automatically 1) generate relevant auxiliary objectives, 2) determine their completion and 3) return the appropriate intrinsic reward."
eager,dataset,This approach only assumes the agent has access to a dataset of demonstrated behaviours.
agent,data set,The agent has access to a dataset of demonstrated behaviors
agent,qg/qa metric,The QG/QA metric provides an information-rich measure of the quality of the agent's trajectory given a goal
agent,eager framework,The EAGER framework lets the agent guide its own learning process by generating auxiliary objectives and producing intrinsic rewards
eager framework,ella,EAGER retains the good properties of ELLA without requiring task-specific expert knowledge
eager framework,ride,"EAGER is compared against RIDE, showing its robustness and sample efficiency"
eager framework,babyai platform,EAGER is experimented with the BabyAI platform
ella,ride,ELLA is compared against RIDE
ella,language,ELLA leverages properties of language
ride,intrinsic motivation,RIDE is a non-language based reward shaping approach using intrinsic motivation
agent,trajectories,Example trajectories are used to train the QA
trajectories,behavioral cloning,The use of example trajectories is much more parsimonious than training an agent using behavioral cloning
agent,language-conditioned rl,Our work is placed in the LC-RL setting where an agent learns a policy to execute language commands
language-conditioned rl,babyai platform,The BabyAI platform is used in the language-conditioned RL setting
exploration challenges,perception challenges,These challenges are decoupled in the domain using the synthetic language.
synthetic language,combinatorial properties,The synthetic language exhibits interesting combinatorial properties.
synthetic language,procedural generation,Procedural generation is used to avoid overfitting in the synthetic language.
language,abstraction,Language is used as an abstraction in hierarchical RL.
instruction following agents,external instructions,These agents receive external instructions.
instruction following agents,rewards,These agents also receive rewards.
high-level policy,sequence of low-level goals,The high-level policy generates the sequence of low-level goals.
high-level tasks,low-level tasks,High-level tasks are decomposed into low-level tasks in policy sketches.
high-level tasks,low-level tasks,High-level tasks are decomposed into low-level tasks in ELLA.
low-level tasks,policy sketches,Policy sketches explicitly decompose high-level tasks into low-level ones.
learn [12],natural language instruction,[12] maps intermediate natural language instructions to intermediate rewards.
[35],reward shaping,[35] enables reward shaping using natural language.
high-level tasks,low-level tasks,High-level tasks are decomposed into low-level tasks.
narration-guided method,high-level tasks,The narration-guided method decomposes high-level tasks into low-level tasks and rewards them using narration.
high-level tasks,low-level tasks,High-level tasks are decomposed into low-level tasks.
ella,same paradigm,ELLA is positioned in the same paradigm as other approaches with fewer assumptions about the environment or the structure of the task.
oracle,language descriptions,An oracle provides language descriptions of environment states used for state abstraction to generate novelty intrinsic rewards and guide exploration.
imagine,intrinsic motivation systems,IMAGINE learns language-parameterized reward functions through interaction with a social peer and autonomously uses language to generate diverse and novel goals.
ride,intrinsically motivated exploration,"RIDE is an approach to intrinsically motivated exploration, extending classical methods like count-based methods."
afk,world knowledge,AFK uses questions to obtain world knowledge that helps in completing tasks.
qwa,sub-tasks,QWA uses questions to identify sub-tasks and prune irrelevant actions.
natural language processing,question generation,Question generation methods are derived from the field of natural language processing and information retrieval.
question generation,natural language processing,question generation is a concept related to natural language processing in the context of information retrieval and text generation methods.
question generation,information retrieval,question generation is a concept related to information retrieval in the context of text generation methods.
qa,text generation methods,QA and text generation methods are used together to measure the quality of generated text without human reference.
lc-rl,partial observation markov decision process,LC-RL is discussed in the context of an augmented Partial Observation Markov Decision Process.
goal space,goal instructions,goal space is associated with the vocabulary of goal instructions in the framework discussed.
state space,observations space,state space is mapped to the observations space through the observation function in the framework.
goal-conditioned state action reward function,discount factor,goal-conditioned state action reward function involves the discount factor in the reinforcement learning framework.
policy π∗,s × v isize,π∗ maximises the discounted expected return Rπg Eπ[(cid:80)T t+k+1] for S × V isize
sparse reward problems,"r(s, a, g)","r(s, a, g) returns 1 for any state s such that d(s, g) ≤ ϵ, for a given distance function d and a specified threshold ϵ, and 0 otherwise in sparse reward problems"
limited number of steps,h steps,assume a limited number of steps at most H steps
reward obtained at step t,goal g,"R(st, at, g) as the reward obtained at step t of any episode with goal g"
methods,densifying rewards,many methods aim at densifying rewards
auxiliary objectives,training,"objectives during training, whose accomplishment can help the agent to reach the goal g at hand"
expert knowledge,defining auxiliary objectives,Rather than relying on expert knowledge for defining auxiliary objectives
set of trajectories,successful examples,we assume that we have access to a set of trajectories of successful examples coupled to their respective instructions
goal instruction,function f,Function f generates a set of auxiliary goals for any goal instruction. All auxiliary goals generated by f belong to the set of goals that help train the agent towards the original goal.
auxiliary objective,probability,"For a trajectory and any auxiliary objective, a function determines the probability that the auxiliary objective has been achieved."
behavioural cloning methods,policy πbc,Behavioural Cloning methods rely on learning the policy πBC that maximises the log-likelihood of example trajectories.
demonstrations,agent,Demonstrations are used to train an agent to copy an expert based on a data set of example trajectories.
gail,agent,"GAIL forces the agent to stay on known trajectories to avoid the need for a large number of demonstrations, but this impairs generalisation."
method,examples,"The method mentioned is more parsimonious in the use of examples compared to other techniques, allowing the agent to receive intrinsic rewards in unencountered areas."
eager,qg/qa,"EAGER is an automated reward shaping method based on QG/QA, comprising an agent learning module, a question generation module QG, and a learned question answering module QA."
eager,questeval,"EAGER is inspired by works like QuestEval, a method developed for natural language generation."
eager,data-questeval,"EAGER is inspired by works like Data-QuestEval, a method developed for natural language generation."
eager,abstractive summarization,EAGER measures the quantity of information shared between texts similar to the process in abstractive summarization.
eager,nlp task,"In the context of the NLP task, EAGER draws an analogy with the goal replacing the original text and the trajectory replacing the summary."
qg/qa,questeval,"QG/QA system is based on the works like QuestEval, aimed at natural language generation."
qg/qa,data-questeval,"QG/QA system is based on the works like Data-QuestEval, aimed at natural language generation."
trajectory,summary,Trajectory replacing the summary. We use the QG/QA system to verify that a trajectory contains the same level of information as the language instruction.
goal,trajectory,meaning that the goal is contained in the trajectory.
goal,simple trajectories,"If one can easily answer the question, that means the trajectory is simple."
goal,linguistic instruction,"We assume that the goal linguistic instruction ωg of g ∈ G is a highly expressive language instruction, containing by themselves enough world knowledge to generate questions by masking words."
qg module,goal linguistic instruction,The QG module returns a list of k questions QGk(ωg) that can be seen as auxiliary objectives.
qg module,linguistic instruction,The QG module returns a list of k questions QGk(ωg) that can be seen as auxiliary objectives.
auxiliary objectives,agent,These questions can be seen as auxiliary objectives guiding the agent during training.
auxiliary objectives,training,These questions can be seen as auxiliary objectives guiding the agent during training.
qa module,list of tokens,Let ˜A be the set of possible answers generated automatically from the list of tokens masked by the QG.
qa module,questions,"The QA module returns the probability for all ˜a ∈ ˜A, that ˜a answers question q, given a trajectory."
qa module,expected answers,"Let ˜A be the set of possible answers generated automatically from the list of tokens masked by the QG. Thus, ˜A contains (q, a∗) pairs of questions and expected answers."
qa module,probability,"The QA module returns the probability for all answers in set A, given a trajectory and question q."
qa module,trajectory,The QA module is pre-trained using full example trajectories generated by a bot.
qa module,no_answer token,A 'no_answer' token is included in set A to prevent the QA from answering correctly by chance.
qa module,active set of questions,"Every time a question is answered, it is removed from the set of questions to update the active set of questions."
qa module,reward,"To avoid giving a reward that does not have a direct link to the current step, rewards are handled based on the answer provided by the QA module."
qa module,episodic transformer,The QA module architecture relies on the episodic transformer for handling low-level tasks.
episodic transformer,multimodal transformers,"The architecture of the system relies on the episodic transformer that uses multimodal transformers over language, visual observation, and a list of actions."
"(x1:l, v1:t, a1:t)",qa module,"For any time step t and any question, a (x1:L, v1:t, a1:t) tuple is given as input to the QA module."
question,language input,"The language input x1:L is the question, a sequence of L tokens."
question,visual input,The visual input v1:t is the list of observations for any question.
observation,visual input,The visual input v1:t is the list of observations vt ∈ RW ×H×3.
action,action input,"Finally, the action input a1:t is a list of discrete actions."
network,set of possible answers,"As output, the network returns the probability distribution over the set of possible answers ˜A."
trajectories,description,The main difficulty in ranking trajectories is that many trajectories can share the same description.
trajectories,answer,Many trajectories can share the same description and thus can answer questions correctly.
human,trajectories,"A human assessing several trajectories, with the same extrinsic reward, relatively to the same goal would prioritize the simplest one."
reward,confidence,"To account for this, we make the reward proportional to the confidence in the answer at time step t."
trajectory,complexity,"An overly complex trajectory being harder to understand for the QA, the answer should be given with less confidence."
reward,trajectory,The reward shaping should not change the optimal policy that prevails before the reward.
ella,reward shaping,"ELLA involves reward shaping, where the reward should not change the optimal policy and should encourage sample efficient exploration based on auxiliary-objectives."
reward shaping,policy invariance,"Reward shaping should maintain policy invariance, ensuring that the new policy π∗ is optimal for both M and M′ = (S, A, T , G′, γ)."
intrinsic rewards,global reward,"Using intrinsic rewards, the global reward is modified from r to r′ through a policy invariant transformation."
transformation,policy invariance,The transformation from r to r′ is proven to be policy invariant by Mirchandani et al.
successful trajectories,shaped reward,"Only successful trajectories receive the same return with or without the reward shaping, by subtracting the shaped reward at the final time step."
agent,shaping reward,The agent is guided by the shaping reward as long as the policy produces unsuccessful trajectories.
