node_1,node_2,edge
message passing neural networks (mpnns),graph neural networks (gnns),MPNNs have become a dominant flavor of GNNs in recent years
mpnns,1-dimensional weisfeiler-leman (1-wl) test,MPNNs are at most as powerful as the 1-WL test in distinguishing graphs
1-dimensional weisfeiler-leman (1-wl) test,k-wl hierarchy,Researchers have drawn inspiration from the k-WL hierarchy to develop more expressive GNNs
k-wl,graph learning tasks without highly expressive models,Current k-WL-equivalent GNNs are not practical for practical tasks
expressiveness,complexity tradeoff,Understanding the expressiveness-complexity tradeoff is essential in model development
"(k, c)()-setwl hierarchy",k-wl,"The (k, c)()-SETWL hierarchy is proposed as a more gradually increasing expressiveness model compared to k-WL"
"(k, c)()-setgnn","(k, c)()-setwl","(k, c)()-SETGNN is as expressive as (k, c)()-SETWL in the proposed model"
setgnn,setwl,SETGNN and SETWL are compared as expressive models in the context.
model,k and c,"The model presented in the context is progressively-expressive, increasing in power with k and c parameters."
model,datasets,The effectiveness of the model is demonstrated on benchmark datasets.
model,results,The model achieves state-of-the-art results on several benchmark datasets.
runtime and memory usage,graphs,The runtime and memory usage of the model are applicable to practical graphs.
graph neural networks (gnns),attention,GNNs have gained considerable attention in recent years.
gnns,various learning tasks,"GNNs are used to tackle node-level, link-level, and graph-level learning tasks."
gnns,graph-structured data,GNNs are used to learn rich representations for complex graph-structured data.
message passing paradigm,mpnns,MPNNs are built based on the message passing paradigm.
mpnns,layers,MPNNs are built by stacking layers which encompass feature transformation and aggregation operations.
mpnns,limitations,"MPNNs have several limitations including oversmoothing, oversquashing, inability to distinguish node identities and positions, and expressive power."
mpnns,weisfeiler-leman test,MPNNs are compared to the first-order Weisfeiler-Leman test in terms of expressive power.
weisfeiler-leman,1-wl,"Weisfeiler-Leman (1-WL) test is mentioned in the text, indicating a relationship between the two concepts"
graph isomorphism,gi,The mention of graph isomorphism (GI) testing framework implies a relationship between graph isomorphism and GI
gnn expressiveness,weisfeiler-leman,"There is a mention of improving the understanding of GNN expressiveness in the context of Weisfeiler-Leman, linking the two concepts"
neurips 2022,36th conference on neural information processing systems,"The context refers to the event NeurIPS 2022 being the 36th Conference on Neural Information Processing Systems, establishing a relation between the two"
