node_1,node_2,edge
equivariant networks,generalization error,"Equivariant networks capture the inductive bias about the symmetry of the learning task by building those symmetries into the model. In this paper, we study how equivariance relates to generalization error utilizing PAC Bayesian analysis for equivariant networks."
equivariance,generalization error,"In general, the bound indicates that using larger group size in the model improves the generalization error substantiated by extensive numerical experiments."
feature spaces,group representations,"By using perturbation analysis of equivariant networks in Fourier domain for each layer, we derive norm-based PAC-Bayesian generalization bounds. The bound characterizes the impact of group size, and multiplicity and degree of irreducible representations on the generalization error and thereby provide a guideline for selecting them."
fourier domain,equivariant networks,"By using perturbation analysis of equivariant networks in Fourier domain for each layer, we derive norm-based PAC-Bayesian generalization bounds."
convolutional layer,translation of convolutional features,A canonical example is a convolutional layer for which the translation of the input image (over R2) leads to translation of convolutional features.
equivariant neural networks,representation theoretic tools,Equivariant neural networks are built using representation theoretic tools to achieve general equivariance.
general equivariant networks,irreducible representations of a group,"General equivariant networks are built using irreducible representations of a group, as seen in works by Shawe-Taylor and Wood, Cohen and Welling, and Weiler et al."
feature spaces,combine representations,An open question is about how to design feature spaces and combine representations efficiently in neural networks.
g equivariant model,group g,"Building a G equivariant model involves choosing a group G to consider, which is crucial for achieving equivariance."
continuous symmetries,g-equivariance,"Continuous symmetries in the data require approximating G-equivariance using a discrete subgroup H < G, as continuous symmetries cannot be built into the model directly."
qualcomm ai research,"qualcomm technologies, inc.","Qualcomm AI Research is an initiative of Qualcomm Technologies, Inc., as indicated by the association between the two entities."
36th conference on neural information processing systems,neurips 2022,"36th Conference on Neural Information Processing Systems is also known as NeurIPS 2022, highlighting the relationship between the two events."
g = o(2) case,equivariant networks,The G = O(2) case is related to equivariant networks as they are utilized in the context of deriving generalization bounds.
equivariance group h,complexity,The choice of equivariance group H can affect the complexity of the model.
equivariance group h,expressiveness,The choice of equivariance group H can affect the expressiveness of the model.
larger group h,parameters sharing,Using a larger group H increases the parameters sharing in the model.
larger group h,expressiveness,Using a larger group H reduces the expressiveness of the model.
group size,generalization,The choice of group size can affect the generalization capability of the model.
pac bayes framework,generalization bounds,The PAC Bayes framework is utilized to derive generalization bounds on equivariant networks.
weiler et al. [2018a],equivariant networks,The equivariant networks are built following the framework of Weiler et al. [2018a].
cohen and welling [2016b],equivariant networks,The equivariant networks are built following the framework of Cohen and Welling [2016b].
representation theoretic framework,pac-bayes framework,The representation theoretic framework is combined with the PAC-Bayes framework to get generalization bounds on equivariant networks.
irreducible representations,generalization bounds,Generalization bounds on equivariant networks are derived as a function of irreducible representations.
irreducible representations,multiplicities,Generalization bounds on equivariant networks are derived as a function of irreducible representations and their multiplicities.
perturbation analysis,fourier domain,The perturbation analysis is derived in the Fourier domain for analyzing equivariant networks.
neyshabur et al. [2018],degenerate bounds,The naive application of Neyshabur et al. [2018] can lead to degenerate bounds.
tail bound,spectral norm,A tail bound on the spectral norm of random matrices is derived to analyze equivariant networks.
matrices,direct sum of irreps,Matrices are characterized as direct sums of irreps.
equivariant networks,real representations,"To build equivariant networks, real representations need to be used instead of complex ones."
generalization bound,effect of design choices,Generalization bound provides insights into the effect of design choices on generalization error.
equivariant networks,explicit equivariant structure,This is the first generalization bound for equivariant networks with an explicit equivariant structure.
equivalant networks,related works,Related works in the field of equivariant networks have been extensively studied and researched.
equivariance,designing,The design of networks that enforces equivariance not only at a global level but also at each layer of the model.
equivariant networks,performance,How a particular choice for designing equivariant networks affects its performance and generalization.
inductive bias,generalization,Question of whether including inductive bias helps generalization.
invariant classifiers,generalization bounds,Obtaining robustness based generalization bounds for general invariant classifiers.
data transformation,generalization error,Scaling of generalization error with data transformation changes the inputs drastically.
finite groups,generalization error,Reported scaling of generalization error with the cardinality of the underlying group for finite groups.
gain of invariant or equivariant hypotheses,pac learning framework,Studying the gain of invariant or equivariant hypotheses in PAC learning framework and attributing the gain in generalization to shrinking the hypothesis space.
hypothesis space,orbit representatives,Shrinking the hypothesis space to the space of orbit representatives leads to gain in generalization.
invariant and equivariant models,quotient feature space (qfs),Operating effectively on a shrunk space called Quotient Feature Space (QFS) affects the generalization error.
generalization error,volume of quotient feature space (qfs),The generalization error is proportional to the volume of Quotient Feature Space (QFS).
scaling improvement,generalization error,Focus on scaling improvement of generalization error with invariance in the approach.
improvement,generalization error,The generalization error improvement is discussed in the context by considering the effect of invariance. That invariance is not considered computable architecture dependent bounds.
authors,lyle et al.,The authors in Lyle et al. [2020] use the PAC-Bayesian framework to study the effect of invariance on generalization.
authors,bietti and mairal,The authors Bietti and Mairal [2019] study the stability of models equivariant to compact groups from a RKHS point of view.
models,equivariant,Models that are equivariant to compact groups are discussed in relation to studying the stability from a RKHS point of view.
authors,elesedy and zaidi,The authors in Elesedy and Zaidi [2021] provided the generalization gain of equivariant models more concretely and reported VC-dimension analysis.
authors,zhu et al.,"Subsequent works also considered the connection of invariance and generalization, as discussed by the authors in Zhu et al. [2021]."
networks,equivariant,"In contrast with other models, the text mentions considering the equivariant networks with representation theoretic construction."
study,generalization error,A more general study of generalization error in neural networks is mentioned to have been ongoing with a huge body of works on the topic.
challenge,generalization error,"A challenge for this problem was brought up in Zhang et al. [2017], where it was shown using the image-net dataset with random labels, that the generalization error can be arbitrarily large for neural networks."
neural networks,training error,Neural networks achieve small training error but cannot generalize due to random labels of images.
neural networks,complexity measure,Complexity measures for neural networks should be consistent with the inability to generalize.
vc-dimension,uniform complexity measures,VC-dimension does not satisfy the requirement for consistency with generalization errors as it provides uniform measure over the whole hypothesis space.
generalization errors,margin and different norms of weights,Recent works relate generalization errors to quantities like margin and different norms of weights for neural networks.
convolutional neural networks,equivariant models,Convolutional neural networks can be considered as a special case of equivariant models.
equivariant models,pac bayesian framework,PAC Bayesian framework is chosen for deriving generalization bounds for equivariant models.
pac bayesian framework,generalization bounds,PAC Bayesian framework is chosen for deriving generalization bounds.
pac bayesian bounds,neural networks,Works on PAC Bayesian bounds for neural networks are mentioned.
neyshabur et al. [2018],pac bayesian bounds,Method combines the machinery of Neyshabur et al. [2018] with representation theoretic tools.
input space,bounded in `2-norm by b,Input space is assumed to be bounded in `2-norm by B.
data distribution,l-layer general neural network,Data distribution consists of all functions realized by a L-layer general neural network.
network function,parameters w,Network function is specified by its parameters W.
empirical loss,true loss,Empirical loss and true loss are defined.
margin loss,classification,Margin loss is defined for classification.
w,coefﬁcients,W is used to calculate a new set of coefﬁcients based on a matrix
w,diagonal,The equivariance condition implies that W should be diagonal
w,linear transformations,General feature space can be built by stacking multiple linear transformations W
linear transformations,frequencies,The transformations can act only on some frequencies
transformations,equivariant networks,The machinery can be used to represent equivariant networks with respect to any compact group
equivariant networks,irreducible representations,The equivariant networks can be represented using irreducible representations of the group
e,so(2),The complex exponential ein✓ of the example represents irreps of SO(2)
multi-layer perceptron (mlp),l layers,Consider an MLP with L layers
group h,layer l,Group H acts on layer l by a linear transformation
matrix wl,group representation,The matrix Wl is determined by the group representation on Rcl
group element h,equivariant,A group element h is equivariant w.r.t. the representations acting on its input and output
representation theory,equivariant layers,Representation theory characterizes equivariant layers
representation theory,maschke’s theorem,Representation theory provides a way of characterizing equivariant layers using Maschke’s theorem
representation theory,schur’s lemma,Representation theory provides a way of characterizing equivariant layers using Schur’s lemma
irreducible representations (irreps),fourier analysis,Irreducible representations are closely related to generalization of Fourier analysis for functions defined on the group H
irreducible representations (irreps),maschke’s theorem,Maschke’s theorem implies that the representation ⇢l decomposes into dim direct sum of irreps
direct sum of irreps,fourier space,"Direct sum of irreps effectively parameterizes equivariant networks in terms of irreps, that is in Fourier space"
equivariance condition,ql,The equivariance condition writes as Wl = Qml
block diagonal structure of,wl,The block diagonal structure of Wl denotes the block in Wl
equivariant kernels,schur’s lemma,Schur’s lemma helps us to characterize the equivariant kernels
