node_1,node_2,edge
text generation,constraints,Text generation applications require incorporating different constraints to control the semantics or style of generated text
constraints,keywords,"Constraints can be specified as hard (e.g., ensuring certain keywords are included in the output) and soft (e.g., contextualizing the output with the left- or right-hand context)"
constraints,energy function,Constraints can be unified through an energy function specified in Energy-based Constrained Decoding with Langevin Dynamics (COLD)
constraints,decoding framework,Constraints can be specified in Energy-based Constrained Decoding with Langevin Dynamics (COLD) to perform efficient differentiable reasoning over the constraints through gradient-based sampling
decoding framework,constraints,Energy-based Constrained Decoding with Langevin Dynamics (COLD) uniﬁes constrained generation by specifying constraints through an energy function and performing efficient differentiable reasoning over the constraints through gradient-based sampling
decoding framework,generation applications,Energy-based Constrained Decoding with Langevin Dynamics (COLD) is a flexible framework that can be applied directly to off-the-shelf left-to-right language models without the need for any task-specific fine-tuning
generation applications,text generation,Many text generation applications require producing text that is not only fluent but also satisfies various constraints
generation,knowledge-grounded,Knowledge-grounded generation is a concept mentioned in the context where certain keywords must be included in the output.
generation,keyword-guided,Keyword-guided generation is another concept mentioned in the context where keywords guide the generation process.
generation,text generation,Text generation is discussed in relation to incorporating constraints and contextualization.
generation,applications,Various text generation applications are mentioned in the context that require different constraints for output.
generation,supervised learning,Supervised learning is the dominant paradigm for text generation applications according to the context.
generation,energy-based text modeling,Energy-based text modeling is discussed as an approach to incorporating constraints without the need for supervised data in text generation.
generation,training data,Different applications may require varied training data for text generation.
generation,decoding algorithms,Enriching decoding algorithms is mentioned in order to work with pretrained language models for text generation without fine-tuning.
keywords,generated output,Keywords act as hard lexical constraints to ensure their inclusion in the output generated.
text generation,soft topical constraints,Soft topical constraints are mentioned as a way to contextualize the desired output in text generation.
algorithms,pretrained language models,Algorithms are mentioned with the ability to work directly with pretrained language models.
pretrained language models,task-specific fine-tuning,Pretrained language models can work without task-specific fine-tuning according to the context.
pretrained language models,complex combinations of hard and soft constraints,Pretrained language models support complex combinations of hard and soft constraints to control generated text.
task-specific fine-tuning,generated text,Task-specific fine-tuning controls the generation of text.
allen institute for ai,work at,Work was done at Allen Institute for AI.
code,https://github.com/qkaren/cold_decoding,Code is available at the provided GitHub repository link.
conference on neural information processing systems (neurips 2022),cold,COLD was mentioned in the context of the conference.
pet,cat,A pet cat likes to sleep on a couch.
joe,lonely life,Joe lived a lonely life.
joe,companions,Joe is happier now that he has companions.
medical student,joined a prestigious medical practice,The medical student joined a prestigious medical practice.
social club,joined a prestigious law firm,"Joe decided to join a social club, while in contrast joined a prestigious law firm."
constrained decoding approach,energy-based model (ebm),The approach formulates decoding as sampling from an energy-based model.
energy function,constraint functions,An energy function is defined by plugging in arbitrary constraint functions suitable for the given task.
energy function,sampling,The energy function is used to sample from its induced distribution.
constraint functions,sampling,Samples are generated by sampling from the induced distribution of the constraint functions.
sampling,langevin dynamics,Langevin dynamics are introduced to text-based EBMs for gradient-based sampling.
text-based ebms,langevin dynamics,Langevin dynamics are introduced to text-based EBMs for gradient-based sampling.
cold,constrained decoding with langevin dynamics,"The approach, Constrained Decoding with Langevin Dynamics (COLD), performs sampling using gradients of the energy function."
text sequences,guided discretization approach,Continuous text samples are mapped back to the discrete space with a guided discretization approach.
formulation,constrained generation scenarios,The formulation unifies various constrained generation scenarios that involve hard lexical constraints and/or soft contextual constraints.
sampling method,decoding algorithms,The proposed sampling method complements decoding algorithms that look for a single optimal solution.
empirical insights,decoding algorithms,New empirical insights are provided into the strengths and weaknesses of decoding algorithms.
optimal solution,empirical insights,Optimal solution and empirical insights are related as the insights are derived from exploring the strengths and weaknesses of existing approaches
cold decoding,text generation tasks,COLD decoding is experimented with to test its flexibility and performance in challenging text generation tasks
neurologic,cold decoding,NEUROLOGIC and COLD decoding are compared based on their lexical coverage performance
delorean,cold,DELOREAN and COLD are compared in terms of text generation quality and coherence
cold,constrained generation settings,COLD supports various constrained generation settings and achieves strong performance by specifying an energy function
energy function,distribution,An energy function is used to specify constraints which then induce a distribution from which sampling is done
text generation,modeling distribution,Text generation involves modeling a distribution over sequences before using a decoding algorithm to generate sequences
decoding algorithm,text sequences,Decoding algorithms are used to generate text sequences based on the distribution model
neural language models,probability,Neural language models factorize the probability of a sequence into a product to generate text
