node_1,node_2,edge
3d reconstruction,3d capture,3D capture is a part of the 3D reconstruction process
cat3d,3d scene,CAT3D is a method for creating 3D scenes
cat3d,multi-view diffusion model,CAT3D simulates the real-world capture process using a multi-view diffusion model
input images,target novel viewpoints,The model generates consistent novel views based on input images and target novel viewpoints
3d representations,rendered views,Generated 3D representations can be rendered from any viewpoint
cat3d,3d scenes,CAT3D can create entire 3D scenes quickly
nerf,instant-ngp,NeRF and Instant-NGP are methods for 3D asset creation from 2D images
nerf,gaussian,NeRF and Gaussian are methods for 3D asset creation from 2D images
3d asset creation,2d images,3D asset creation is the process of transforming 2D images into 3D content
methods,nerf,NeRF is one of the methods mentioned for creating 3D content from photos through optimization
methods,instant-ngp,Instant-NGP is another method mentioned for creating 3D content from photos through optimization
methods,gaussian splatting,Gaussian Splatting is a method mentioned for creating 3D content from photos through optimization
3d representation,rendered,The 3D representation of a scene can be rendered from any viewpoint similar to traditional 3D assets
captures,ill-posed optimization problem,Insufficient captures of a scene can lead to an ill-posed optimization problem affecting geometry and appearance
3d model,novel viewpoints,Rendering a 3D model from novel viewpoints requires accurate geometry and appearance
sparse-view reconstruction,geometry regularization techniques,Specialized solutions have been developed for sparse-view reconstruction using geometry regularization techniques
feed-forward models,create 3d objects,Feed-forward models are trained to create 3D objects from single images
image-conditioned generative priors,optimization process,Image-conditioned generative priors are used in the optimization process for creating 3D content
text-conditioned generative priors,optimization process,Text-conditioned generative priors are used in the optimization process for creating 3D content
3d reconstruction methods,supervising views,The fundamental problem limiting established 3D reconstruction methods in the observation-limited setting is the insufficient number of supervising views.
3d creation problems,3d reconstruction setting,"By creating more observations, the under-determined 3D creation problems are collapsed to the fully-constrained, fully-observed 3D reconstruction setting."
ill-posed reconstruction problem,generation problem,"The difficult ill-posed reconstruction problem is reformulated as a generation problem, where a collection of consistent novel observations of the 3D scene is generated given any number of input images."
video generative models,3d structure,Recent video generative models address the challenge of generating plausible 3D structure in video clips.
video generative models,expensive to sample from,"Video generative models are often expensive to sample from, which poses a challenge."
video generative models,challenging to control,Another challenge with video generative models is that they are challenging to control.
video generative models,smooth and short camera trajectories,Video generative models are limited to generating smooth and short camera trajectories.
cat3d,multi-view diffusion model,The system CAT3D accomplishes novel-view synthesis through a multi-view diffusion model specifically trained for this purpose.
multi-view diffusion model,novel-view synthesis,The multi-view diffusion model is trained for novel-view synthesis in CAT3D.
multi-view diffusion model,efficient parallel sampling strategy,The multi-view diffusion model generates multiple 3D-consistent images through an efficient parallel sampling strategy.
generated images,3d reconstruction pipeline,The generated images from the multi-view diffusion model are fed through a robust 3D reconstruction pipeline.
3d reconstruction pipeline,3d representation,The 3D reconstruction pipeline is used to produce a 3D representation that can be rendered at interactive rates from any viewpoint.
3d representation,photorealistic results,The 3D representation is capable of producing photorealistic results of arbitrary objects or scenes from any number of captured or synthesized input views in as little as one minute.
text prompt,text-to-image model,A text prompt is used by the text-to-image model to generate an input image from that prompt.
cat3d,prior works,CAT3D outperforms prior works for measurable tasks (such as the multi-view capture case) on multiple benchmarks.
cat3d,previous state-of-the-art,CAT3D is an order of magnitude faster than previous state-of-the-art for measurable tasks.
cat3d,prior work,CAT3D compares favorably with prior work in all settings for tasks where empirical performance is difficult to measure (such as text-to-3D and single image to 3D).
3d generation,3d generative models,3D generation requires 3D generative models for creating entire 3D scenes from limited observations.
diffusion model,video and multi-view diffusion models,The diffusion model is built on the recent development of video and multi-view diffusion models that produce highly consistent results.
video,multi-view diffusion models,Both video and multi-view diffusion models are recent developments that aim to produce highly consistent novel views.
3d reconstruction,video and multi-view diffusion models,Pairing 3D reconstruction with video and multi-view diffusion models enables efficient and high-quality 3D creation.
2d priors,text-to-image models,"2D priors, like text-to-image models, are used as generative priors for text-to-3D generation."
dreamfusion,score distillation sampling (sds),DreamFusion introduced Score Distillation Sampling (SDS) for synthesizing 3D objects from text prompts.
cat3d,input modalities,"CAT3D can create high-quality 3D objects from various input modalities, including text-to-image models, captured real images, and multiple captured real images."
text-based priors,single-image-to-3d,Text-based priors have shown promise for single-image-to-3D generation but require a complex balancing of image observation with additional constraints.
monocular depth models,inpainting models,Incorporating priors such as monocular depth models or inpainting models has been useful for creating 3D scenes.
monocular depth models,inpainting models,These models are useful for creating 3D scenes but result in poor global geometry.
2d priors,camera conditioning,2D priors are related to camera conditioning in generating visually appealing images.
text-to-image models,3d distillation process,Text-to-image models lack precise control over the pose of images and need a time-consuming 3D distillation process to conform to the 2D prior.
generative models,image and pose conditioning,Several approaches train generative models with explicit image and pose conditioning to provide stronger priors for object and scene appearance.
