node_1,node_2,edge
overparameterized neural networks,generalize,"Overparameterized neural networks can generalize, but the underlying reason is elusive"
stochastic optimizers,flatter minimizers,Common stochastic optimizers prefer flatter minimizers of the training loss
flatness,generalization,Flatness of minimizers of the training loss implies generalization
sharpness minimization algorithms,generalize poorly,Sharpness minimization algorithms fail to generalize poorly for certain flattest models
data distributions,model architectures,The relationship between sharpness and generalization depends on data distributions and model architectures
sharpness minimization algorithms,minimize sharpness,Sharpness minimization algorithms do not only minimize sharpness to achieve better generalization
stochastic optimization methods,generalizable models,Stochastic optimization methods can find generalizable models in overparameterized architectures
generalization,flatness of the loss landscape,Many empirical and theoretical studies suggest that generalization is correlated with or guaranteed by the flatness of the loss landscape at the learned model.
flatness of the minimizers,generalization capability,The answer to Question 0 is false as the flatness of the minimizers does not always correlate with the generalization capability.
sharp networks,good generalization,Dinh et al. theoretically construct very sharp networks with good generalization.
sharpness,test accuracy,Recent empirical results find that sharpness may not have a strong correlation with test accuracy for a collection of modern architectures and settings.
sharp models,good generalization,There exist sharp models with good generalization.
models,correlation,Models are evaluated based on correlation.
models,cause,Models are the main cause of non-correlation.
models,sharpness,Models that are sharp but generalizable are the main cause for non-correlation.
algorithms,generalize,Sharpness minimization algorithms can generalize well.
architecture,overview,Each row in the table corresponds to one architecture in the overview of results.
architecture,flattest minimizers,The overview of results indicates whether all flattest minimizers of training loss generalize well.
architecture,sharpness minimization algorithms,The overview of results indicates whether the sharpness minimization algorithms generalize well.
neural network minimizers,generalize,Theoretical works answer whether all flattest neural network minimizers generalize well.
question 1,theoretical works,"Question 1 is answered affirmatively for simplified linear models in some theoretical works mentioned by Li et al., Ding et al., Nacson et al., and Gatmiry et al."
generalization,sharpness,"Theoretical results linking generalization to sharpness for more general architectures typically involve terms such as parameter dimension or norm discussed by Neyshabur et al., Foret et al., Wei & Ma, and Norton & Royset."
question 1,neural networks,The answer to Question 1 for standard neural networks remains unclear according to the context.
neural networks,architectures,The answer to Question 1 subtly depends on the architectures of neural networks as discussed in the context.
2-layer relu networks,bias,"Simply removing the bias in the first layer of 2-layer ReLU networks can turn a negative result into a positive result, as demonstrated in Theorem 4.3 of Wu & Su."
theorem 4.3,authors,"The authors of the mentioned theorem were only made aware of it after putting their work online, as indicated in the context."
data distribution,layer bias,"When bias is added to a data distribution, there exists a flattest minimizer that fails to generalize for every unseen data, as described in the context."
flattest minimizer,generalize,The flattest minimizer fails to generalize for every unseen data.
adding bias,appending constant input feature,Adding bias in the first layer can be interpreted as appending a constant input feature.
generalization,network architectures,The generalization of the flattest minimizer is sensitive to both network architectures and data distributions.
optimizers,sgd with large learning rates,Recent theoretical studies show that optimizers including SGD with large learning rates implicitly regularize the sharpness of the training loss landscape.
optimizers,sharpness-aware minimization,Recent theoretical studies show that optimizers including Sharpness-Aware Minimization may implicitly regularize the sharpness of the training loss landscape.
sharpness-aware minimization,sharpness minimization algorithms,Optimizers like Sharpness-Aware Minimization are referred to as sharpness minimization algorithms in this paper.
question 1,natural hypothesis,"Because Question 1 is not always true, it is natural to hypothesize that sharpness- minimization algorithms will fail for architectures and data distributions where Question 1 is not Question 2."
question 1,certain architecture and data distribution,"The sharpness minimization algorithm works if and only if for certain architecture and data distribution, Question 1 is true."
question 1,architecture,"Question 1 is true for some architectures and data distributions, suggesting a relationship between the question and the architecture"
architecture,data distribution,"The architectures and data distributions are mentioned together, indicating a relationship between them"
sharpness-minimization algorithms,generalization,"Sharpness-minimization algorithms can still generalize well, even when the answer to Question 1 is false, showing a relationship between the algorithms and generalization"
architectures,non-generalizing and generalizing flattest minimizers,"For many architectures, there exist both non-generalizing and generalizing flattest minimizers of the training loss, suggesting a relationship between architectures and minimizers"
sharpness-minimization algorithms,different types of minimizers,"Sharpness-minimization algorithms can find different types of minimizers for different architectures, indicating a relationship between the algorithms and minimizers"
sharpness,generalization,"The relationship between sharpness and generalization falls into three different regimes depending on architectures and distributions, suggesting a relationship between sharpness and generalization"
flattest minimizers,training loss,"Flattest minimizers of training loss provably generalize and sharpness minimization algorithms find generalizable models, indicating a relationship between minimizers and training loss"
scenario 1,flattest minimizers,"In Scenario 1, Flattest minimizers of training loss provably generalize and sharpness minimization algorithms find generalizable models, suggesting a relationship between the scenario and minimizers"
scenario 1,question 1 and question 2,"Both Question 1 and Question 2 are answered affirmatively in Scenario 1, showing a relationship between the scenarios and the questions"
flattest minimizers,worst generalization,"There exists a flattest minimizer that has the worst generalization over all minimizers, indicating a relationship between minimizers and generalization"
sharpness minimization algorithms,generalizable models,"Sharpness minimization algorithms fail to find generalizable models in some regimes, suggesting a relationship between the algorithms and models"
sharpness minimization algorithms,generalizable models,Sharpness minimization algorithms fail to find generalizable models.
sharpness minimization algorithms,unknown mechanisms,The sharpness minimization algorithm relies on other unknown mechanisms beyond minimizing sharpness to find a generalizable model.
empirical rademacher complexity,function class f,The empirical Rademacher complexity of function class F is defined based on the data S.
network architectures,relationship between sharpness and generalization,The relationship between sharpness and generalization is influenced by different network architectures.
w2sbnγ,w1,"W2SBNγ is a function that takes relu(W1x + b1) and relu(W1xi + b1) as inputs and applies a specified operation involving gamma parameter and weight matrices W1, W2. It involves a simplified BatchNorm (SBN) operation that helps in the normalization of the data."
w2sbnγ,relu,W2SBNγ uses relu activation function to transform the input before performing BatchNorm operation. The relu function introduces non-linearity in the network.
w2sbnγ,w1xi,"W2SBNγ considers relu(W1xi + b1) as part of its operation, indicating that the weight matrix W1 is applied to the input features xi for processing."
w1xi,relu,W1xi undergoes a relu activation function to introduce non-linearity in the computation process. This step plays a role in transforming the input features before further processing.
w2-mlp-sim-bn,f sbn,W2-MLP-Sim-BN is represented as a function f sbn in the expression. It involves a multi-layer perceptron (MLP) with a simplified BatchNorm operation. This architecture is designed to perform specific computations efficiently.
w2-mlp-sim-bn,w2,"W2-MLP-Sim-BN includes the weight matrix W2 in its calculations, indicating that the matrix is crucial for the operations performed by this architecture."
w1,w2,The weight matrices W1 and W2 are used in conjunction with other parameters such as biases and activation functions to build the neural network. These matrices play a significant role in defining the architecture of the network.
θ,w1,"The parameter θ, which comprises the weight matrices W1, plays a pivotal role in the operations involved in processing the input data. The values of θ influence the behavior of the network during training and inference."
θ,b1,The parameter θ consists of biases represented by b1. Biases are essential components in neural networks as they help in adjusting the output along with the weighted inputs. The values of biases impact the overall performance of the model.
model,fθ,"Model fθ interpolates the dataset {(xi, yi)}n ∀i, fθ(xi) = yi."
model,sharpness,Our theoretical analysis focuses on understanding the sharpness of the trained models.
model,loss function,"Precisely, for a model fθ parameterized by θ, a dataset {(xi, yi)}n i=1 and loss function ℓ, we will use the trace of Hessian of loss function, Tr(∇2L(θ)) to measure how sharp the loss is at θ."
model,gradient descent,We train a 2-layer MLP with ReLU activation without bias using gradient descent with weight decay and 1-SAM on Pxor with dimension d = 30 and training set size n = 100.
model,generalization,"In both cases, the model reaches perfect generalization."
model,weight,"Although weight decay doesn’t explicitly regularize model sharpness, the flatness of the model decreases through training, which is consistent with our Lemma 3.1 relating sharpness to the norm of the weight."
lemma 3.1,sharpness,The Lemma 3.1 relates sharpness to the norm of the weight.
minimizer,training loss,The minimizer of the training loss forms a smooth manifold according to Cooper (2018).
sam,sharpness minimization algorithm,Sharpness-Aware Minimization (SAM) is used as a sharpness minimization algorithm in the experiments.
label noise sgd,learning rate η,Label Noise SGD works with a sufficiently small learning rate η according to Blanc et al. (2019) and Damian et al. (2021) and Li et al. (2021).
trace of hessian,loss,We analyze the trace of Hessian of the loss to use SAM with batch size 1 for sharpness minimization.
tr,trace of a matrix,The symbol Tr is used to denote the trace of a matrix.
x[i],value of i-th coordinate,The notation x[i] denotes the value of the i-th coordinate of vector x.
⊙,element-wise product,The symbol ⊙ represents element-wise product.
indicator function,vector,The indicator function 1 [x > 0] is used as a vector of the same length as x whose j-th entry is 1 if x[j] > 0 and 0 otherwise.
˜o(x),logarithmic multiplicative factors,The notation ˜O(x) is used to hide logarithmic multiplicative factors.
