node_1,node_2,edge
tester-learner,halfspaces,The tester-learner is designed for halfspaces and succeeds universally over a wide class of structured distributions.
tester,error,The learner achieves error O(opt) + ϵ on any labeled distribution that the tester accepts.
tester,distribution,The tester accepts any distribution that satisfies a Poincaré inequality.
poincaré distributions,log-concave distributions,"The class of Poincaré distributions includes all strongly log-concave distributions and, assuming the KLS conjecture, includes all log-concave distributions."
label noise,massart,"In the special case where the label noise is known to be Massart, our tester-learner achieves error opt + ϵ while accepting all log-concave distributions unconditionally."
tests,hypercontractivity,Our tests rely on checking hypercontractivity of the unknown distribution using a sum-of-squares (SOS) program.
poincaré distributions,hypercontractive,Poincaré distributions are certifiably hypercontractive in the SOS framework.
testable learning,key issue,Testable learning addresses a key issue with essentially all known algorithms for the basic problem of agnostic learning.
testable learning,distributional assumptions,Testable learning algorithms make distributional assumptions that are hard to verify.
learning algorithm,tester-learner,"In the testable learning model, the learning algorithm, or tester-learner, is given access to labeled examples from an unknown distribution."
learning algorithm,hypothesis,Learning algorithm must produce a near-optimal hypothesis.
algorithm,target marginal,All algorithms - tester-learners for a range of basic classes with respect to particular target marginals.
algorithm,particular target marginal,All algorithms are closely tailored to the particular target marginal that is chosen.
tester-learners,well-behaved distributions,Tester-learners would reject many well-behaved distributions that are far from the chosen target marginal.
distributions,concept class,"The concept class refers to C, which is a mapping from Rd to {±1}, and distributions are family of distributions over Rd. This implies a relationship between the concept class and distributions."
universal testable learning,tester-learner,The introduction of universally testable learning and studying it implies a relationship between this concept and the tester-learner. The tester-learner plays a key role in this context.
universal testable learning,model,The universally testable learning is formally defined as a model in the provided context. This indicates a relationship between the concept of universal testable learning and the model.
hypothesis,tester-learner,The tester-learner produces a hypothesis h : Rd → {±1} as part of its functionality. This shows a relationship between the hypothesis and the tester-learner.
sample,distribution dxy,"The sample S is drawn from the distribution DXY, indicating a relationship between the sample and the specific distribution in this context."
opt,c,The function 'opt' takes input 'C' and 'DXY' to calculate a certain value.
opt,dxy,'opt' function operates on 'DXY' along with 'C' to produce an output.
p,x,The function 'P' is related to the variable 'x' in the context.
p,y,The function 'P' is related to the variable 'y' in the context.
a,d,'A' accepts with a certain probability over a sample 'S' when the marginal of 'DXY' is within 'D'.
a,δ,'A' accepts with a probability of at least 1 - δ over the sample 'S'.
d,d∗,"The acceptance criteria of 'A' is based on the marginals lying within 'D', which reduces to a special case when 'D' is equal to 'D∗'."
d,gkk23,'D' is related to the prior work of [GKK23] which deals with tailored tests for specific distributions.
d∗,log-concave distribution,The tester-learners in the work of [GKK23] are tailored to a fixed strongly log-concave distribution 'D∗'.
tester-learner,tester-learner,"This paper introduces the first universal tester-learner for halfspaces, a concept related to a broad family of continuous distributions."
