node_1,node_2,edge
task arithmetic,pre-trained models,Task arithmetic has emerged as a cost-effective approach to edit pre-trained models directly in weight space.
task arithmetic,weights,Adding fine-tuned weights of different tasks can improve the model's performance on these tasks.
task arithmetic,weight disentanglement,Weight disentanglement is a crucial factor that makes task arithmetic effective in vision-language models.
pre-training,weight disentanglement,Weight disentanglement arises during pre-training and is crucial for task arithmetic effectiveness.
task forgetting,negating tasks,Negating tasks can lead to task forgetting.
fine-tuning models,tangent space,Fine-tuning models in their tangent space by linearizing them amplifies weight disentanglement.
tangent space,linearizing models,Linearizing models in their tangent space amplifies weight disentanglement.
fine-tuning models,substantial performance improvements,Fine-tuning models in their tangent space leads to substantial performance improvements across multiple task arithmetic benchmarks and diverse models.
neural tangent kernel (ntk),task arithmetic,There is a compelling link between task arithmetic and the spatial localization of the neural tangent kernel (NTK) eigenfunctions.
task arithmetic,ntk linearization,NTK linearization offers a more reliable and effective approach to edit pre-trained models through task arithmetic.
task arithmetic,model editing,task arithmetic is a fundamental mechanism for model editing.
pre-trained models,performance enhancement,"pre-trained models necessitate further editing to enhance performance on downstream tasks, align them with human preferences, and increase robustness."
traditional model editing methods,costly joint fine-tuning,"traditional model editing methods rely on costly joint fine-tuning across multiple tasks, which constrain scalability and democratization."
cost-effective and scalable model editing techniques,pre-trained model behavior preservation,cost-effective and scalable model editing techniques try to preserve the pre-trained model behavior by acting on the model weights through task arithmetic or weight interpolation techniques.
fine-tuned weights,functional behaviors,arithmetic operations between fine-tuned weights often produce analogous functional behaviors.
fine-tuned weights,functional behaviors,Fine-tuned weights and functional behaviors are related as operations between fine-tuned weights often produce analogous functional behaviors.
model,pre-training,"A model's components are summed between pre-training and fine-tuning, resulting in a new multi-task model with improved performance on both tasks."
task,model,Subtracting a task's relative component from a model can lead to the model forgetting that task.
task arithmetic,internal representations,There is a limited understanding of how task arithmetic techniques affect a model's internal representations.
task arithmetic,necessary conditions,"The necessary conditions to make task arithmetic reliable are lacking, which undermines the adoption of these techniques in real-world applications."
knowledge gap,adoption of techniques,The knowledge gap about how techniques affect a model's internal representations can undermine the adoption and trustworthiness of these techniques.
knowledge gap,real-world applications,Reducing the knowledge gap could help improve the trustworthiness of techniques in real-world applications.
vision-language models,clip,CLIP is a type of vision-language model that offers novel insights into its underlying mechanisms
clip,task arithmetic,Task arithmetic performance is improved in CLIP models and NTK
task arithmetic,wortsman et al.,The hypothesis presented in Wortsman et al. states that task arithmetic is possible due to models operating in a linear regime dictated by the NTK
ntk,linearized clip models,Linearized CLIP models exhibit improved task arithmetic performance due to the NTK
ntk,pre-trained non-linear models,NTK cannot fully account for the task arithmetic abilities of pre-trained non-linear models
task arithmetic,weight disentanglement,Task arithmetic is associated with weight disentanglement where weight directions correspond to changes in the network's behavior in input space
weight disentanglement,tangent space,Fine-tuning models in their tangent space amplifies weight disentanglement resulting in substantial performance improvements in task arithmetic benchmarks
weight disentanglement,pre-training,"Weight disentanglement of semantically meaningful tasks is an emergent property of pre-training, as it is absent at random initialization."
task arithmetic,non-linear models,"Task arithmetic in non-linear models cannot be explained by their NTK, and introduces the concept of weight disentanglement as the necessary condition to enable it."
models,linearize models,The proposal to linearize models as a way to enhance weight disentanglement and improve task arithmetic.
linearize models,weight disentanglement,Linearizing models to enhance weight disentanglement and improve task arithmetic.
spatial localization,kernel eigenfunctions,Linking weight disentanglement in linearized models to spatial localization of the kernel eigenfunctions.
linearized models,pre-trained transformer models,Validating the prediction numerically in pre-trained transformer models that weight disentanglement in linearized models is related to spatial localization of the kernel eigenfunctions.
weight disentanglement,pre-training,Weight disentanglement is shown to be an emergent property of pre-training.
linearize models,task arithmetic,"Linearizing models to enhance weight disentanglement and improve task arithmetic, achieving up to 5.8 points more and 13.1 points less in accuracy on task addition and task negation on several vision-language benchmarks."
weight disentanglement,task arithmetic,Weight disentanglement is seen as necessary for task arithmetic in non-linear models.
neural network,model editing,Neural network is used for model editing
fine-tuning,pre-trained models,Fine-tuning process involves modifying pre-trained models
tasks,fine-tuning,Tasks involve fine-tuning of models
tasks,pre-trained weights,Tasks involve starting with pre-trained weights
authors,pre-trained models,Authors observed accuracies of pre-trained models on different datasets
task vectors,task arithmetic,"Task vectors are used in the context of task arithmetic, where models are modified based on the addition or removal of task vectors to satisfy certain properties."
task vectors,network,"Task vectors are used in the context of neural networks, where they are added or removed to modify the behavior of the network."
