node_1,node_2,edge
latent variables identification,out-of-support image generation,Both latent variables identification and out-of-support image generation are tackled in representation learning.
latent variables identification,decoders,Additive decoders are used for latent variables identification.
latent variables identification,blocks of latent variables,Additive decoders are guaranteed to identify the blocks of latent variables up to permutation and block-wise invertible transformations.
additive decoders,object-centric representation learning (ocrl),Additive decoders used for latent variables identification are reminiscent of decoders used for object-centric representation learning.
additive decoders,nonlinear independent component analysis (ica),Additive decoders provide a setting where nonlinear ICA is possible.
additive decoders,novel images generation,Additive decoders can generate novel images by recombining observed factors of variations in novel ways.
novel images generation,cartesian-product extrapolation,The ability of additive decoders to generate novel images by recombining observed factors in novel ways is referred to as Cartesian-product extrapolation.
additive decoders,additivity,Additivity is crucial for both identifiability and extrapolation on simulated data.
object-centric representation learning (ocrl),latent variables,"Decoders used in OCRL are suitable for images decomposed as a sum of object-specific images, which are related to latent variables identification."
representation learning,latent variables identification,Problems related to latent variables identification are tackled in representation learning.
representation learning,out-of-support image generation,Problems related to out-of-support image generation are tackled in representation learning.
deep learning algorithms,"lack of robustness, transferability, systematic generalization and interpretability","Deep learning algorithms are being addressed to overcome the shortcomings of lack of robustness, transferability, systematic generalization, and interpretability."
deep learning algorithms,justifications rooted in cognitive sciences and causality,Deep learning algorithms are being justified with references from cognitive sciences and causality.
problem of extracting meaningful symbols,low-level observations,The challenge of extracting meaningful symbols from low-level observations like images is still unresolved.
disentanglement,causal representation learning,The problem of extracting meaningful symbols from low-level observations is sometimes referred to as disentanglement or causal representation learning.
representation learning,identifiability,The question of identifiability in representation learning has been the focus of recent efforts.
representation learning,nonlinear independent component analysis (ica),Representation learning and nonlinear independent component analysis (ICA) are related topics with respect to identifiability.
object-centric representation learning (ocrl),information about different objects,Object-centric representation learning aims to encode information about different objects separately in the representation.
object-centric representation learning (ocrl),segmentation without any supervision,The reason why Object-centric representation learning can perform segmentation without any supervision is poorly understood.
additive decoders,novel images,Additive decoders allow to generate novel images never seen during training via Cartesian-product extrapolation.
purple regions,latents/observations,Purple regions correspond to latents/observations seen during training.
blue regions,cartesian-product extension,The blue regions correspond to the Cartesian-product extension.
learner,balls,"In this example, the learner never saw both balls high, but these can be generated nevertheless thanks to the additive nature of the scene."
decoder,latent vector,"Essentially, a decoder f (z) acting on a latent vector z ∈ Rdz to produce an observation B∈B f (B)(zB) where B is a partition of {1, . . . , dz}."
decoder,block-specific,f (B)(zB) are “block-specific” decoders and the zB are non-overlapping subvectors of z.
decoder,sum of images,This class of decoder is particularly well suited for images x that can be expressed as a sum of images corresponding to different objects.
decoder,decoding architectures,"Unsurprisingly, this class of decoder bears similarity with the decoding architectures used in OCRL (Section 2)."
identifiability results,reconstruction problem,Our identifiability results provide conditions under which exactly solving the reconstruction problem with an additive decoder.
latent blocks zb,latent variables identification,"The conditions provided in the context explain how solving the reconstruction problem with an additive decoder helps identify the latent blocks zB, which in turn validate the identification of latent variables as per the context."
