node_1,node_2,edge
contrastive pretraining,image-text pairs,Contrastive pretraining involves pretraining vision backbones on image-text pairs from the web. It is considered one of the most popular large-scale pretraining strategies.
contrastive pretraining,large multimodal models,"Contrastive pretraining is commonly used in the context of large multimodal models, indicating a relationship between these two concepts."
image captioning,data,Image captioning is considered an inferior pretraining strategy when compared to contrastive pretraining on this type of data according to the context.
captioning,vision encoders,"Captioning produces vision encoders competitive with contrastively pretrained encoders on classification tasks, showing an interaction between these two concepts."
captioning,pretraining strategies,"Captioning is analyzed as a pretraining strategy and found to be surprisingly effective, indicating a relation between the two concepts."
clip,vision-language pretraining,"CLIP is a contrastive language image pretraining strategy enabling scalable vision-language pretraining on billions of image-text pairs, linking these two concepts together."
clip,image-text pairs,"CLIP involves pretraining on billions of image-text pairs collected from the web, establishing a connection between these two concepts."
vision backbone,label-supervised ones,High-quality vision backbones rivaling the best label-supervised ones.
checkpoints,vision backbones,Checkpoints are among the most powerful publicly available vision backbones.
vision backbone,pretrained vision backbone,Often a pretrained vision backbone is combined with a pretrained language model in the context of multi-modal vision-language models.
contrastive image-text pretraining,image captioning,Contrastive image-text pretraining was popularized and showed better zero-shot classification performance compared to captioning.
contrastive pretraining,captioning,Follow-up works from the contrastive pretraining usually augment captioning with a contrastive loss.
captioning,vision encoders,Revisiting image captioning as a pretraining task for learning general vision encoders.
vision backbone,image captioning,"The vision backbone is mentioned as the property which is used alone, while image captioning is described as a pretraining task for learning general vision encoders from web image-text pairs."
image captioning,pretraining task,Image captioning is discussed as a pretraining task for learning general vision encoders from web image-text pairs.
image captioning,vision transformer (vit),Comparison is made between CLIP-style models and image captioning models consisting of a Vision Transformer (ViT) encoder and a standard Transformer decoder.
vision transformer (vit),captioner (cap),Vision Transformer (ViT) encoder and a standard Transformer decoder are referred to as Captioner (Cap).
captioner (cap),training,"Both models, CLIP-style models, and models consisting of Vision Transformer (ViT) encoder and standard Transformer decoder are trained carefully for the same number of examples."
code,https://github.com/google-research/big_vision,Reference is made to the availability of the code at a specific GitHub link.
contrastive models,transformer encoders,Contrastive models use two separate Transformer encoders to extract vector representations from image-text pairs.
cap (middle),transformer encoder-decoder architecture,Cap utilizes a Transformer encoder-decoder architecture and predicts text tokens autoregressively.
cappa,autoregressive and parallel decoding,CapPa trains a single model switching between autoregressive and parallel decoding.
model,autoregressive decoding,The model mentioned in the context can switch between autoregressive and parallel decoding.
model,parallel decoding,The model mentioned in the context can switch between autoregressive and parallel decoding.
model,cap models,The results confirm that Cap models generally lag contrastive ones in zero-shot classification accuracy.
cap models,contrastive ones,Cap models generally lag contrastive ones in zero-shot classification accuracy.
cap models,clip models,The Cap vision backbone matches or outperforms comparable CLIP models in few-shot classification and obtains competitive performance when transferring to classification tasks with large labeled datasets.
cap vision backbone,clip models,The Cap vision backbone matches or outperforms comparable CLIP models in few-shot classification and obtains competitive performance when transferring to classification tasks with large labeled datasets.
