node_1,node_2,edge
human vision,brain activities,"Human vision is reconstructed from brain activities, helping to understand the cognitive process."
static images,non-invasive brain recordings,Static images are reconstructed from non-invasive brain recordings in recent research.
mind-video,spatiotemporal information,MinD-Video learns spatiotemporal information from continuous fMRI data of the cerebral cortex through various techniques.
videos,continuous fmri data,Continuous visual experiences in the form of videos are recovered from continuous fMRI data.
videos,mind-video,High-quality videos of arbitrary frame rates can be reconstructed with MinD-Video using adversarial guidance.
semantic classification tasks,structural similarity index (ssim),Semantic classification tasks achieve an average accuracy of 85% and 0.19 in structural similarity index (SSIM) in evaluating recovered videos.
model,physiological processes,"The model is biologically plausible and interpretable, reflecting established physiological processes."
brain,moviegoer,The brain is depicted as a moviegoer engrossed in the film of experience.
brain,cognitive neuroscience,Understanding the information hidden within brain activities is a puzzle in cognitive neuroscience.
brain,human vision,Recreating human vision from brain recordings is a difficult task.
brain,neuroimaging data,Acquisition of neuroimaging data is a complex process.
brain,fmri,Deep learning has achieved significant results in visual class detections using fMRI.
fmri,image reconstruction,Deep learning and representation learning have advanced static image reconstruction using fMRI.
fmri,dynamic visual experience,Recovering dynamic visual experience from fMRI scans is a challenge due to the nature of fMRI.
fmri,blood oxygenation level dependent signals,fMRI measures blood oxygenation level dependent signals to capture brain activity snapshots.
fmri scan,brain activity,"The fMRI scan captures snapshots of brain activity every few seconds, representing an 'average' of brain activity during the snapshot."
fmri scan,visual experience,"The proposed progressive learning approach aims to recover continuous visual experience from fMRI scans, reconstructing high-quality videos with accurate semantics and motions."
fmri scan,hemodynamic response,"The Hemodynamic response refers to the lags between neuronal events and activation in BOLD signals, which are captured by the fMRI scan."
hemodynamic response,neuronal events,"The Hemodynamic response refers to the lags between neuronal events and activation in BOLD signals, indicating a relationship between Hemodynamic response and neuronal events."
hemodynamic response,bold signals,"The lags between neuronal events and activation in BOLD signals are captured by the Hemodynamic response, showing an interrelation between Hemodynamic response and BOLD signals."
fmri scan,mind-video,"The MinD-Video pipeline is designed to bridge the gap between image and video brain decoding, progressively learning from fMRI scans to decode videos."
video brain decoding,model,The model learns from brain signals in the context of video brain decoding
model,semantic space,The model gains a deeper understanding of the semantic space through multiple stages
model,brain signals,The model progressively learns from brain signals
model,fmri features,The model leverages unsupervised learning to learn general visual fMRI features
fmri encoder,contrastive language-image pre-training (clip) space,The fMRI encoder is trained in the CLIP space with contrastive learning
machine learning model,brain signals,The machine learning model learns from brain signals
model,visual fmri features,The model learns general visual fMRI features
features,co-training,The learned features are fine-tuned through co-training
features,augmented stable diffusion model,The learned features are finetuned with an augmented stable diffusion model
fmri encoder,video generation,The fMRI encoder is specifically tailored for video generation under fMRI guidance
brain features,multiple stages,The brain features are learned through multiple stages
encoder,brain features,The encoder learns brain features
stable diffusion model,scene-dynamic video generation,The diffusion model is augmented for scene-dynamic video generation
attention,spatiotemporal attention,Multimodal contrastive learning includes spatiotemporal attention for windowed fMRI
diffusion model,video generation,The diffusion model is tailored for video generation
videos,accurate semantics,High-quality videos are recovered with accurate semantics
semantic metrics,pixel metrics,"Semantic and pixel metrics are evaluated at video and frame levels, achieving an accuracy of 85% in semantic metrics."
semantic metrics,previous state-of-the-art approaches,Semantic metrics outperform the previous state-of-the-art approaches by 45%.
attention analysis,visual cortex,Attention analysis reveals mapping to the visual cortex.
attention analysis,higher cognitive networks,Attention analysis suggests mapping to higher cognitive networks.
