node_1,node_2,edge
Certified Unlearning,Source Data,does not require access to
Certified Unlearning,Surrogate Dataset,utilizes
Surrogate Dataset,Source Data,approximates statistical properties of
Statistical Distance,Noise Scaling,controls
Certified Unlearning,Privacy Guarantees,provides
Certified Unlearning,Model Utility,maintains
Theoretical Bounds,Certified Unlearning,established for
Noise Calibration Techniques,Certified Unlearning,introduced for
Machine learning models,large-scale datasets,leverage
data privacy,regulatory requirements,lead to demand for
regulatory requirements,General Data Protection Regulation (GDPR),includes
regulatory requirements,California Consumer Privacy Act (CCPA),includes
regulatory requirements,Canadian Consumer Privacy Protection Act (CPPA),includes
certified unlearning,data removal,formalizes
certified unlearning,heuristic methods,contrasted with
certified unlearning,privacy compliance,offers
certified unlearning,practical utility,offers
certified unlearning,statistical discrepancy,bounds
certified unlearning,privacy compliance,provides
certified unlearning,practical utility,provides
certified unlearning,retrained model,approximates
retrained model,approximated model,statistical discrepancy bounded by
fully retraining a model from scratch,retained data,performed on
fully retraining a model from scratch,computationally prohibitive,is
certified unlearning,efficient data removal,enables
certified unlearning,provably correct data removal,enables
existing certified unlearning methods,single-step Newton update,leverage
existing certified unlearning methods,differential privacy,inject noise based on
differential privacy,Gaussian mechanism,commonly uses
single-step update approach,balance,strikes
single-step update approach,efficiency,balances
single-step update approach,theoretical grounding,balances
single-step update approach,empirical effectiveness,balances
source data,unlearning,assumed accessible during
