node_1,node_2,edge
machine learning,energy of atoms,estimates
machine learning,forces,estimates
forces,stable configurations,drive atoms to
computational chemistry,machine learning,revolutionized by
materials discovery,machine learning,revolutionized by
symmetry,conservation laws,enforced in traditional models
interatomic forces,derivatives of potential energy,computed as
derivatives of potential energy,energy conservation,ensures
directly predicting forces,accuracy,yields better trade-off
directly predicting forces,computational efficiency,yields better trade-off
energy conservation,training,can be learned during
non-conservative models,microscopic simulations,applicability investigated in
non-conservative models,fundamental issues,demonstrate
ill-defined convergence,geometry optimization,issue in
instability,molecular dynamics,issue in various types of
lack of energy conservation,direct forces,difficulty in monitoring and correcting
direct forces,conservative forces,best used in conjunction with
model,direct forces,pre-trained efficiently on
acceleration,conservative forces,used in conjunction with
model,direct forces,pre-trained efficiently on
model,backpropagation,fine-tuned using
direct forces,computational efficiency,benefit from
interatomic potentials,microscopic interactions,model
interatomic potentials,stability and reactivity,determine
interatomic potentials,Monte Carlo,used in
interatomic potentials,molecular dynamics,used in
interatomic potentials,geometry optimization,used in
machine-learned interatomic potentials,remarkable accuracies,obtain
machine-learned interatomic potentials (MLIPs),reference energies and forces,learn from
machine-learned interatomic potentials (MLIPs),first-principle quantum mechanical calculations,trained on data from
machine-learned interatomic potentials (MLIPs),chemical system of interest,initially specific to
diverse datasets,billions of targets,consist of
diverse datasets,periodic table,span much of
increase in complexity of models,linear or kernel regression,evolved from
increase in complexity of models,deep graph neural networks,evolved to
recent models,underlying physical symmetries,abandon some of
recent models,simpler architectures,favor
symmetries,data,learned from
symmetries,data augmentation,aided by
some recent models,energy conservation,disregard
conservative models,interatomic forces,calculate as derivatives of total energy
