node_1,node_2,edge
Soup-of-Experts,specialist models,produces
Soup-of-Experts,parameters averaging,uses
Soup-of-Experts,expert parameters,consists of
expert parameters,linear combination,combined via
linear combination coefficients,input domain weights,function of
Soup-of-Experts,domain weights,instantiates model for
Soup-of-Experts,re-training,avoids
Soup-of-Experts,language modeling tasks,demonstrated on
Large Language Models (LLMs),generalist datasets,trained on
specialist models,fewer parameters,have
Specialist language models,fewer parameters,have
Specialist language models,"cheaper to store, send, and use at inference",are
Specialist language models,specific topics,specialize in
Abundance of specialization data,training a small model,enables
Training a small model,good specialist,yields
Specialization data,scarce,can be
Scarce specialization data,impossible to train a good-quality specialist model,makes
Large generic pretraining dataset,small model that performs well on specialization data,leverages to obtain
Importance sampling,adjusts mixture weights of pretraining distribution,method that
Importance sampling,resemble scarce specialist dataset,aims to
Importance sampling,outperform generic pre-training,has been shown to
Importance sampling,major drawback,has
Major drawback of importance sampling,requires pre-training a full model for each specialization dataset,is that it
Pre-training a full model for each specialization dataset,training cost scales linearly with number of specialized downstream tasks,makes
specialization dataset,training cost,scales linearly with number of
training cost,number of specialized downstream tasks,scales linearly with
large pre-training set,specialized models,used to obtain
specialized models,instantiated quickly,can be
specialization data,specialized models,revealed to instantiate
Pretraining phase,multiple pre-training domains,uses
Pretraining phase,model,trains
Specialization phase,specific dataset,receives
Specialization phase,pre-trained model,uses
Specialization phase,small model,instantiates
Soup-of-Experts,small specialist model,designed to instantiate
Soup-of-Experts,linear combination of jointly optimized base models,uses
linear combination of jointly optimized base models,experts,called
model merging,Soup-of-Experts,inspires
