node_1,node_2,edge
Graph Transformers (GTs),graph representation learning,used for
Graph Transformers (GTs),graph neural networks (GNNs),outperforms
self-attention,Graph Transformers (GTs),core module of
self-attention,low-frequency signals,preserves only
low-frequency signals,high-frequency signals,contrasted with
GrokFormer,Graph Fourier Kolmogorov-Arnold Transformer,full name of
GrokFormer,spectral filters,learns
spectral filters,adaptive graph spectrum,uses
spectral filters,spectral order,uses
Fourier series modeling,learnable activation functions,applied over
GrokFormer filter,other spectral methods,offers better expressiveness than
GrokFormer,node classification,evaluated on
GrokFormer,graph classification,evaluated on
GrokFormer,state-of-the-art GTs and GNNs,outperforms
Graph neural networks (GNNs),graph structures,jointly encode
Graph neural networks (GNNs),node features,jointly encode
Graph neural networks (GNNs),over-smoothing,limited by
Graph neural networks (GNNs),over-squashing,limited by
graph Transformers (GTs),Transformer-based architecture,use
graph Transformers (GTs),graph representations,learn
graph Transformers (GTs),long-range dependencies,captures
graph Transformers (GTs),issues in popular GNNs,addresses
topological structure information,Transformer network,integrated into
position encoding methods,topological structure information,integrate
Laplacian vectors,position encoding methods,example of
random walks,position encoding methods,example of
position encoding methods,Laplacian vectors,includes
position encoding methods,random walks,includes
graph distances,Graph Transformers (GTs),incorporated into
path embeddings,Graph Transformers (GTs),incorporated into
self-attention module,low-pass nature,has
low-pass nature,low-frequency signals,preserves
low-frequency signals,similarity between nodes,highlights
high-frequency signals,difference between nodes,highlights
polynomial GNNs,ChebyNet,includes
polynomial GNNs,GPRGNN,includes
polynomial GNNs,BernNet,includes
polynomial GNNs,JacobiConv,includes
polynomial GNNs,A2GCN,includes
order-K polynomial approximation,various frequency signals,captures
FeTA,order-K polynomial bases,learns coefficients for
PolyFormer,order-K polynomial bases,learns coefficients for
order-K polynomial bases,Chebyshev,includes
order-K polynomial bases,Monomial,includes
