node_1,node_2,edge
Impossible Videos,IPV-BENCH,introduces benchmark for
IPV-BENCH,video generation models,evaluates
IPV-BENCH,video understanding models,evaluates
synthetic videos,real-world videos,complements data scarcity and diversity of
impossible video concepts,synthetic datasets,underexplored in
ImpossibleType,PhysicalLaws,includes category
PhysicalLaws,ConservationLaws,includes subcategory
PhysicalLaws,MaterialProperties,includes subcategory
ImpossibleType,BiologicalLaws,includes category
BiologicalLaws,Anthropomorphism,includes subcategory
Impossible Videos,4 domains,encompasses
Impossible Videos,14 categories,encompasses
Impossible Videos,physical laws,defies
Impossible Videos,biological laws,defies
Impossible Videos,geographical laws,defies
Impossible Videos,social laws,defies
BiologicalLaws,Anthropomorphism,includes subtype
BiologicalLaws,Morphology,includes subtype
SocialLaws,Commonsense,includes subtype
GeographicalLaws,Climate,includes subtype
Anthropomorphism,video of fried egg speaks,example of
Morphology,rose grows from center of sunflower,example of
Commonsense,truck emerges from underground hole then hole closed,example of
Climate,Merlion Park in Singapore experienced snowfall,example of
Impossible Videos,prompt suite,used to construct
prompt suite,video generation models,evaluates
Impossible Videos,video benchmark,used to curate
video benchmark,Video-LLMs,assesses ability of
Video-LLMs,understanding impossible videos,requires reasoning on temporal dynamics and world knowledge
video data,action recognition,evolved from early task
video data,video captioning,expanded to advanced application
video data,question answering,expanded to advanced application
video data,video generation,expanded to advanced application
video data,video-based world modeling,expanded to advanced application
video data,low quality and diversity,suffers from issues
neural generation models,video data,used to alleviate issues
simulation engines,video data,used to alleviate issues
impossible videos,counterfactual and anti-reality scenes,captures
impossible videos,testbed,forms effective
impossible videos,video models,assesses
impossible videos,out-of-real-world-distribution data,is an example of
