node_1,node_2,edge
Scaling laws,large language models,predict performance of
model architecture,inference latency,affects
Chinchilla scaling laws,model parameter count,modified to co-optimize
Chinchilla scaling laws,number of training tokens,modified to co-optimize
Chinchilla scaling laws,model architecture,modified to co-optimize
training loss,downstream evaluation,exhibits gaps in
inference-efficient models,revised scaling laws,trained based on
inference-aware scaling laws,empirical studies,fitted and evaluated via
Morph-1B model,inference latency,improves by 1.8×
Morph-1B model,accuracy on downstream tasks,maintains
wider and shallower models,efficiency gains,yield
wider and shallower models,accuracy,preserves
Scaling laws,large language models (LLMs),guide the development of
Scaling laws,model size,establish predictable relationships between
Scaling laws,training compute,establish predictable relationships between
Scaling laws,performance metrics,establish predictable relationships between
performance metrics,loss,includes
performance metrics,downstream tasks performance,includes
Scaling laws,cost of training LLMs,reliably reduce
Scaling laws,model design efficiency,improve
Morph-1B,variant models,trained on 30B tokens
Morph-1B,high accuracy,maintains
Morph-1B,faster inference,achieves
Morph-1B,open-source models,achieves faster inference than
OPT-IML-1.3B,Morph-1B,achieves slightly higher performance than
OPT-IML-1.3B,180B tokens,trained on
OPT-IML-1.3B,instruction-tuned,is
accuracy,11 downstream tasks,evaluated on
inference latency,Hugging Face generate function,collected by using
inference latency,NVIDIA Ampere 40GB A100 GPU,collected on
NVIDIA Ampere 40GB A100 GPU,batch size 1,used with
NVIDIA Ampere 40GB A100 GPU,input length 128,used with
NVIDIA Ampere 40GB A100 GPU,output length 256,used with
model design efficiency,smaller language models,estimated via results of
smaller language models,less cost and fewer computing resources,developed using
scaling laws,inference costs,disregard
inference costs,long-term expenses,dominate
compute-optimal models,training loss per unit of compute,minimize
compute-optimal models,more expensive to serve,may result in
latency-sensitive applications,chatbots,such as
LLMs,reasoning systems,adopted in
scaling frameworks,inference costs,account for
Sardana et al. (2023),scaling laws,introduced
scaling laws,total number of FLOPS for training and inference,consider
