node_1,node_2,edge
Discrete Diffusion,generative modeling,advances
Discrete Flow Matching,generative modeling,advances
Discrete Diffusion,graph generation,applied to
Discrete Flow Matching,graph generation,applied to
intermediate noisy states,compounding denoising errors,leads to
compounding denoising errors,reverse denoising process,occurs during
Simple Iterative Denoising,discrete diffusion,simplifies
Simple Iterative Denoising,compounding denoising errors,circumvents
Simple Iterative Denoising,conditional independence,assumes
Critic,Simple Iterative Denoising,enhances
Critic,elements in an instance,selectively retains or corrupts
Critic,data distribution,based on likelihood under
models,key limitation,suffer from
key limitation,dependencies between intermediate noisy states,caused by
dependencies between intermediate noisy states,noising and denoising processes,occur in
errors introduced early,generative performance,degrade
errors introduced early,accumulate and propagate,lead to
issue,mask diffusion,particularly pronounced in
mask diffusion,progressively masks elements,involves
problem,discrete sequence modeling,observed in
discrete sequence modeling,corrector sampling,mitigated by
graph modeling,marginal distributions over node and edge attributes,uses as noise distribution
marginal distributions over node and edge attributes,mask distribution,more suitable than
compounding denoising,theoretical and empirical evidence,shown to be problematic by
Iterative Denoising,discrete diffusion,simplifies
Iterative Denoising,intermediate noisy states,assumes dependence on clean data only
intermediate noisy states,clean data,conditionally independent of one another
Iterative Denoising,error correction,facilitates
Iterative Denoising,generative performance,improves
Critic,corruption probability,modulates
corruption probability,element’s likelihood under data distribution,based on
Iterative Denoising,Critic,introduces
compounding denoising errors,discrete diffusion,affects
compounding denoising errors,flow matching models,affects
marginal distributions,noise,used as
Iterative Denoising,graph generation tasks,demonstrates superior performance in
Iterative Denoising,generating valid molecular structures,tackles
