node_1,node_2,edge
EnIGMA,LM agent,is a type of
EnIGMA,Capture The Flag (CTF) challenges,solves
EnIGMA,Interactive Agent Tools,introduces
Interactive Agent Tools,LM agents,enable
Interactive Agent Tools,interactive utilities,includes
interactive utilities,debugger,such as
interactive utilities,server connection tool,such as
EnIGMA,security vulnerabilities,finds and exploits
EnIGMA,state-of-the-art results,achieves
state-of-the-art results,NYU CTF,on
state-of-the-art results,Intercode-CTF,on
state-of-the-art results,CyBench,on
data leakage,soliloquizing,includes phenomenon of
soliloquizing,hallucinated observations,self-generates
soliloquizing,model,phenomenon where model self-generates hallucinated observations
soliloquizing,hallucinated observations,self-generates
cybersecurity,software systems,requires continuous security analysis of
vulnerabilities,software systems,must be detected and patched in
autonomous exploitation tools,vulnerabilities,detect and generate patches for
cybersecurity competitions,autonomous exploitation tools,designed to motivate development of
DARPA Cyber-Grand-Challenge,cybersecurity competitions,example of
DARPA AIxCC,cybersecurity competitions,example of
DARPA Cyber-Grand-Challenge (2016),autonomous exploitation tools,motivated development of
DARPA AIxCC (2024),autonomous exploitation tools,motivated development of
language models (LMs),short code segments,used to help programmers write
LM-based agents,autonomous programming,introduced to perform
LM-based agents,bug solving,introduced to perform
LM-based agents,new feature development,introduced to perform
LM agent,specified goal,works towards
LM agent,environment,interacts within
LMs,defensive applications,employed to develop
LMs,offensive applications,employed to develop
LMs,threat detection,enhance
LMs,incident response,automate
LMs,vulnerability mitigation,mitigate
LMs,penetration testing,used for
LMs,security flaw exploitation,used for
LMs,advanced attack crafting,used for
Capture The Flag (CTF) challenges,LMs,evaluation setting for
CTFs,human participants,traditionally challenge
CTFs,security puzzles,involve solving
CTFs,vulnerability exploitation,involve
CTFs,flags,obtain
