node_1,node_2,edge
Metric embeddings,ℓp spaces,mapping into
Metric embeddings,similarity search,enables
Metric embeddings,dimensionality reduction,enables
Metric embeddings,representation learning,enables
Metric embeddings,transformers,underpins
Metric embeddings,large language models,underpins
Fully dynamic embedding,graph metric,operates on
Graph metric,edge insertions and deletions,subject to
Fully dynamic algorithm,expected distortion,achieves
Fully dynamic algorithm,update time,has
Fully dynamic algorithm,query time,has
transformers,large language models,are types of
embeddings,high-dimensional data,provide context-aware representations of
embeddings,scalable training,enable
embeddings,task generalization,enable
embeddings,state-of-the-art models,are essential for advancing
metric embedding problem,input metric space,maps points from
input metric space,target metric space,maps to
embedding design,distortion,aims to minimize
low-distortion embeddings,target metric spaces,use simple
low-distortion embeddings,original metric,simplify while preserving distances
low-distortion embeddings,algorithm design,are useful for
target metrics,ℓp spaces,include
target metrics,hierarchical trees,include
embeddings,ℓp spaces,target metric for embeddings
embeddings,hierarchical trees,target metric for embeddings
embeddings,low-stretch spanning tree,related problem
embeddings,sparsest cut,used to obtain algorithms for
embeddings,network design,used to obtain algorithms for
embeddings,minimum bandwidth,used to obtain algorithms for
embeddings,metric labeling,used to obtain algorithms for
embeddings,modern machine learning,cornerstone of
embeddings,word2vec,powers models such as
embeddings,large language models (LLMs),powers models such as
embeddings,node classification,useful for tasks such as
embeddings,link prediction,useful for tasks such as
embeddings,community detection,useful for tasks such as
ℓp spaces,ℓ2 space,especially
ℓp spaces,standard representation space,emerged as
ℓp spaces,interpretability,due to
ℓp spaces,computational primitives,efficient in
nearest neighbor search,high dimensions,example of computational primitive in
