node_1,node_2,edge
LMRL Gym,benchmark,is a
LMRL Gym,multi-turn reinforcement learning,benchmarks for
LMRL Gym,language models,uses
reinforcement learning,language models,trains
large language models (LLMs),text-generation capabilities,provide
large language models (LLMs),goal-directed agents,do not typically lead to
reinforcement learning algorithms,LLMs,train
LMRL Gym,evaluations,provides
multi-turn interactions,evaluations,are evaluated in
LMRL-Gym benchmark,multi-turn RL for LLMs,evaluates
LMRL-Gym benchmark,Interactive Dialogue tasks,consists of
LMRL-Gym benchmark,RL Capability tests,consists of
multi-turn RL for LLMs,offline value-based RL methods,can be implemented with
multi-turn RL for LLMs,online policy-based RL methods,can be implemented with
Interactive Dialogue tasks,open-ended dialogue,includes
Interactive Dialogue tasks,text games,includes
reinforcement learning algorithms,task properties,cover
reinforcement learning algorithms,challenges,cover
LLMs,context,learn from
LLMs,instruction datasets,learn from
LLMs,preference fine-tuning with RLHF,learn from
LLMs,planning,presents challenges for
LLMs,multi-turn interactions,presents challenges for
LLMs,goal-directed,are not explicitly
LLMs,human-provided examples,produces text resembling
LLMs,human preferences,accords with
LLMs,temporally extended tasks,challenged by
temporally extended tasks,multi-turn dialogue,includes
temporally extended tasks,complex tool use,includes
temporally extended tasks,multi-step games,includes
LLMs,predictive models,can serve as
predictive knowledge,effective actions and strategies,requires planning and optimization to derive
Multi-turn reinforcement learning (RL),planning and optimization,offers a path to enable
