node_1,node_2,edge
Conformal prediction,prediction sets,constructs
Conformal prediction,coverage guarantees,provides
Split conformal prediction,marginal coverage,provides
Marginal coverage,prediction set,ensures contains label with target probability
Coverage guarantees,subpopulations,may not hold uniformly across
Prior work,coverage guarantees,explored conditioned on covariates and label
Kandinsky conformal prediction,conditional coverage guarantees,expands scope of
Mondrian conformal prediction,disjoint groups,restricts coverage guarantees to
Kandinsky conformal prediction,overlapping and fractional group memberships,handles
Overlapping and fractional group memberships,covariates and labels,defined jointly on
Kandinsky conformal prediction,Mondrian conformal prediction,encompasses as special case
Kandinsky conformal prediction,covariate-based group conditional,encompasses as special case
Kandinsky conformal prediction,class conditional,encompasses as special case
Kandinsky conformal prediction,minimax-optimal high-probability conditional coverage bound,achieves
Conformal prediction,prediction sets,constructs
Conformal prediction,coverage guarantees,provides
predictor f,prediction set function C,used to build
prediction set function C,covariate vector Xn+1,takes as input
prediction set function C,true label Y,guarantees to include
conditional coverage bound,minimax-optimal high-probability,achieves
conditional validity,training algorithm,requires
calibration dataset,prediction set function C,used to return
prediction set function C,coverage guarantee,provides
coverage guarantee,calibration dataset,depends on
marginal coverage guarantee,average coverage,is a type of
average coverage guarantees,prediction sets,may undercover or overcover certain values
pointwise coverage,conditional coverage,is a type of
pointwise coverage,non-trivial prediction sets,cannot be satisfied by
conditional coverage guarantees,Mondrian conformal prediction,achieved by
Mondrian conformal prediction,subgroups G,ensures coverage over
subgroups G,covariate Xn+1,defined over
subgroups G,label Yn+1,defined over
Mondrian conformal prediction,Piet Mondrian,named after
class-conditional conformal prediction,conditional coverage,is a type of
