node_1,node_2,edge
Improved approximation algorithms,NP-hard graph problems,designed for
Predictions,Improved approximation algorithms,incorporated into
ε-prediction framework,"Cohen-Addad, d’Orsi, Gupta, Lee, and Panigrahi",extended from
Edge-based prediction model,ε-prediction framework,builds upon
Edge-based prediction model,Two bits of information,provides
Two bits of information,Predictions about endpoints,correspond to
Predictions about endpoints,Optimal solution,belong to
Weak predictions,ε-correlated with true solution,are
Weak predictions,Improved approximation ratios,enable
Improved approximation ratios,MaxCut,achieved for
Improved approximation ratios,Vertex Cover,achieved for
Improved approximation ratios,Set Cover,achieved for
Improved approximation ratios,Maximum Independent Set,achieved for
Algorithms,High degree vertices,satisfy constraints using predictions
Algorithms,Low-degree vertices,satisfy constraints without predictions
High degree vertices,Low-degree vertices,combined carefully
Learning-augmented algorithms,Beyond worst-case analysis,paradigm for
Machine learning,Classical algorithm design,incorporated into
learning-augmented algorithms,classical algorithm design,integrated into
predictions,competitive ratios,improve
predictions,online algorithms,improve worst-case bounds for
predictions,space usage,reduce in streaming applications
predictions,running times,improve for classical algorithms
predictions,approximation guarantees,improve for NP-hard problems
learning-augmented algorithms,NP-hard problems,circumvent hardness of approximation
hardness of approximation,worst case,occurs in
commercial integer linear programming solver,repeated computation,aims to avoid
heavy-duty computation,single input,performed on
commercial integer linear programming solver,heavy-duty computation,example of
repeated computation,similar future inputs,avoided for
classical approximation algorithms,expensive computation,augmented with insights from
warm-start,future calls to the algorithm,used to
noisy information,optimal solution,weakly correlated with
algorithm design pipeline,NP-hard problems,applied to
ε-accurate vertex prediction model,MaxCut problem,introduced for
vertex predictions,ε-accurate vertex prediction model,provided by
one bit,side of the MaxCut,indicates
global objective function,MaxCut,optimized in
edge-constraints,global objective function,additional to
vertex-cover,edge-constraints,example of problem with
independent set,edge-constraints,example of problem with
learning-augmented algorithms,NP-hard graph optimization problems,obtained for
edge predictions,vertex prediction model,extension of
edge prediction model,edge predictions,introduces
i.i.d. bits,edge prediction model,equipped with
