node_1,node_2,edge
Neural network training,Initial conditions,is highly sensitive to
Stochastic gradient descent,Neural network training,induces randomness in
Initial chaotic phase,Training trajectories,causes divergence of
Small perturbations,Training trajectories,reliably cause divergence of
Divergence,L2 distance between parameters,is quantified by
Divergence,Loss barrier when interpolating between networks,is quantified by
Divergence,L2 and barrier between parameters after permutation alignment,is quantified by
Divergence,Representational similarity between intermediate activations,is quantified by
Perturbations across different hyperparameter or fine-tuning settings,Training trajectories,drive toward distinct loss minima
Neural network training stability,Butterfly Effect,is related to
Fine-tuning,Model merging,has practical implications for
Model merging,Diversity of model ensembles,has practical implications for
noise,convergence,disrupts
neural network,loss landscape,has symmetries and connected minima in
symmetries,loss landscape,give rise to different parameterizations
connected minima,loss landscape,give rise to different parameterizations
training instability,convergence,affects
perturbation,divergence,causes when applied early in training
butterfly effect,neural network training,illustrates sensitivity to early perturbations
training instability,convergence,affects
training instability,model merging,has practical implications for
training instability,ensembling,has practical implications for
training,chaotic phase,categorized into
training,stable phase,categorized into
instability,noise,may be a product of
instability,network's current state,may be a product of
instability,training procedure,may be a product of
noise,batch noise,includes
noise,data augmentations,includes
noise,GPU indeterminacy,includes
network's current state,random weights,example of
network's current state,pre-trained weights,example of
training procedure,optimizer,includes
training procedure,hyperparameter selection,includes
fine-tuning,hyperparameters,can vary
fine-tuning,initial weights,cannot vary
pre-training,initial weights,can vary
pre-training,hyperparameters,may not vary
training stability,deterministic training map,studied via
deterministic training map,controlled perturbation,diverges under
controlled perturbation,initial conditions,applied to
initial conditions,starting weights,refers to
