node_1,node_2,edge
Data pruning,Neural network training,applied to reduce dataset size for
Knowledge distillation,Data pruning,incorporated to improve training on pruned data
Teacher network,Knowledge distillation,provides soft predictions for
Teacher network,Complete data,pre-trained on
Self-distillation,Training on pruned data,theoretically motivates improvement of
Random pruning,Sophisticated pruning methods,comparable or superior to when using knowledge distillation
Pruning factor,Optimal knowledge distillation weight,connected to
Pruning algorithms,Noisy labels,may retain samples with
Pruning algorithms,Low-quality images,may retain samples with
data pruning,neural networks,applied to training of
data pruning,representative samples,retains
data pruning,memory conservation,enables
data pruning,computational cost reduction,enables
data pruning,hyper-parameter optimization,useful for accelerating
data pruning,neural architecture search (NAS),useful for accelerating
data pruning,continual learning,used in
data pruning,active learning,used in
typical pruning algorithms,low-quality images,retained by
larger teachers,accuracy degradation,lead to
teachers with smaller capacity,student,may improve results compared to
Score-based data pruning algorithms,neural networks,rely on entire data to train
forgetting method,samples,counts forgetting events for each sample
forgetting events,samples,high rates indicate harder and more valuable samples
GraNd and EL2N,gradient norm,use gradient norm to score samples
MoSo,optimal empirical risk,measures changes in optimal empirical risk
knowledge distillation (KD),teacher model,uses teacher model trained on complete dataset
teacher model,complete dataset,trained on complete dataset to capture essential information
pruned subset,knowledge distillation (KD),enhanced by knowledge distillation from teacher model
