node_1,node_2,edge
AdaPTS,adapters,uses
adapters,feature-space transformations,are
adapters,pre-trained univariate time series foundation models,facilitate effective use of
pre-trained univariate time series foundation models,multivariate time series forecasting,adapted for
adapters,multivariate inputs,project into latent space
foundation models,univariate time series forecasting,show exceptional performance in
AdaPTS,forecasting accuracy,enhances
AdaPTS,uncertainty quantification,enhances
adapters,representation learning,inspired by
adapters,partially stochastic Bayesian neural networks,inspired by
Time series forecasting,sequential data,analyzes
Time series forecasting,future trends,predicts based on historical patterns
multivariate time series,descriptive features,incorporates multiple
probabilistic forecasting,uncertainty estimation,requires
AdaPTS framework,time series foundation models,leverages for multivariate contexts
AdaPTS framework,feature space transformation,uses to map input time series
feature space transformation,stochastic latent space,maps into
foundation model,stochastic latent space,operates in
foundation model,frozen parameters,kept
AdaPTS framework,trainable weights,includes
probabilistic model outputs,risk assessment,depends on
risk assessment,healthcare,applied in
risk assessment,finance,applied in
risk assessment,energy management,applied in
risk assessment,weather prediction,applied in
foundation models (FMs),time series forecasting,used for
Chronos,univariate forecasting,trained for
multivariate time series,foundation models (FMs),challenging for
AdaPTS,foundation models (FMs),augments
AdaPTS,probabilistic adapters,uses
AdaPTS,stochastic feature transformation,applies
stochastic feature transformation,input time series,maps
