node_1,node_2,edge
Whitened CLIP,CLIP,is a transformation of
Whitened CLIP,likelihood approximation,used for
CLIP,images,assesses likelihood of
CLIP,captions,assesses likelihood of
whitened embeddings,standard normal distribution,approximated as
log-likelihood,square Euclidean norm,estimated by
whitening procedure,training-free,is
whitening matrix,whitening procedure,used in
likelihood scores,images,applicable to
likelihood scores,captions,applicable to
CLIP,Whitened CLIP (W-CLIP),transformed into
Whitened CLIP (W-CLIP),linear whitening transformation,applies
CLIP latent space,whitened space,transformed to
whitened space,normal distribution,approximates
embedding norm,likelihood level,reflects
higher norms,lower probabilities,correspond to
negative log-likelihood estimations,embedding norm,function of
CLIP,dual text-image semantics,encodes
traditional approaches,diffusion models,include
diffusion models,likelihood gradient or score function,rely on
Whitened CLIP (W-CLIP),invertible linear operation,based on
Whitened CLIP (W-CLIP),likelihood assessments,allows
Whitened CLIP (W-CLIP),generative and semantic capabilities of CLIP,retains
embeddings,normal distribution,approximate
negative log-likelihood estimations,Euclidean norm in the transformed space,function of
Anderson-Darling test,features in the whitened space,indicates normal approximation
D’Agostino-Pearson test,features in the whitened space,indicates normal approximation
W-CLIP,probability drifts in generative models,can estimate
W-CLIP,artifacts in image generation,can discover
W-CLIP,rank statistical,can
CLIP-learned distribution,likelihood functions for images and text prompts,first direct computation under
