node_1,node_2,edge
Quantum Error Mitigation (QEM),noisy quantum devices,enhances reliability of
Quantum Error Mitigation (QEM),Noisy Intermediate-Scale Quantum (NISQ) era,is a pivotal technique in
machine learning (ML)-based QEM,conventional QEM methods,demonstrates stronger generalization capabilities without sampling overheads compared to
QEM-Bench,ML-based QEM methods,provides a unified platform for comparing and advancing
QEM-Bench,datasets,is a comprehensive benchmark suite of twenty-two
QEM-Bench,circuit types and noise profiles,covers diverse
QEMFormer,QEM-Bench,is evaluated on
QEMFormer,existing baselines,shows superior performance over
QEMFormer,feature encoder,leverages a
feature encoder,"local, global, and topological information",preserves
QEMFormer,two-branch model,uses a
two-branch model,short-range and long-range dependencies,captures
QEMFormer,integrated ML-QEM strategies,underscores the potential of
Quantum computing,cryptography,promises to revolutionize
Quantum computing,machine learning,promises to revolutionize
Noisy Intermediate-Scale Quantum (NISQ) era,noise,characterized by
noise,quantum systems,impedes practical realization of
Quantum Error Mitigation (QEM) techniques,noise,suppresses
Quantum Error Mitigation (QEM) techniques,quantum advantages,restores
Quantum Error Mitigation (QEM) techniques,post-processing,uses
QEM strategies,high sampling overheads,suffer from
QEM strategies,large qubit overheads,suffer from
percomputers,high sampling overheads,suffer from
percomputers,large qubit overheads,suffer from
virtual distillation (VD),large qubit overheads,has
some approaches,prior knowledge of noise models,rely heavily on
machine learning (ML),promising solution,emerged as
machine learning (ML),neural networks,leverages
neural networks,ideal outcome prediction,used for
ML-based methods,challenges,face
existing feature encoders,exponential scaling with number of qubits,suffer from
existing feature encoders,coarse global information,focus on
prevailing architectures,multi-range dependencies,rarely capture
vanilla MLP structures,circuit topology,fail to encode
GNN architectures,learning node attributes,offers less direct means of
ML-QEM field,standardized benchmarks,lacks
current studies,distinct and narrowly focused experimental settings,employ
variability in datasets and evaluation protocols,limited coverage of diverse noise models,leads to
