node_1,node_2,edge
Online Conformal Prediction,Online Optimization,introduced via a family of algorithms
Online Conformal Prediction,coverage guarantees,provides
coverage guarantees,adversarial data,applies to
coverage guarantees,stochastic data,applies to
adversarial setting,target fraction of confidence sets,guarantees coverage over time
stochastic data,conditional quantiles of errors,converges to target when linear function of past data
conditional quantiles of errors,past data,linear function of
experiments,15 datasets,spans over
performance improvement,magnitude of data’s dependence,grows with
electricity demand forecasting,Texas,experiment in
algorithms,confidence set sizes,achieves over 10% reduction in
algorithms,quantile and absolute losses,achieves over 30% improvement in
algorithms,78 pre-registered hypotheses,significant outcomes on all
pypi package,conformalopt,implements algorithms at
predictive model,accuracy,maintains
populations,change,undergo
new scenarios,arise,occur
individuals,behavior,modify
predictor,accuracy guarantee,cannot always provide
confidence,predictions,dynamic level of
changing data processes,confidence,affects
procedures,guarantees,provide
modeling assumptions,procedures,not rely on
online conformal prediction,predictive confidence sets,provides
predictive confidence sets,ground truth,cover
time,predictive confidence sets,over which coverage is measured
conformal prediction,predictive confidence sets,provides
predictive confidence sets,ground truth,covers over time
online conformal prediction,bang-bang controllers,resembles
bang-bang controllers,control theory,originates from
Adaptive Conformal Inference (ACI),confidence sets,constructs
Adaptive Conformal Inference (ACI),single parameter,governs level of conservativeness via
ACI update rule,parameter,"increases on error, decreases otherwise"
ACI update rule,bang-bang behavior,induces
existing theoretical analyses,ACI,suggest aggressive switches for tightest coverage
extensions of ACI,update magnitude,adaptively tune
extensions of ACI,bang-bang backbone,share
this work,distribution of errors,models directly
modeling distribution of errors,new theoretical guarantees,provides
modeling distribution of errors,empirical benefits,provides
