node_1,node_2,edge
Task Generalization,Autoregressive Compositional Structure,is investigated through the lens of
Autoregressive Compositional Structure,task,each task is a composition of T operations
task,subtasks,each operation is among a finite family of D subtasks
D subtasks,DT tasks,yields a total class of size DT
learning from D tasks,generalization to DT tasks,is theoretically achievable by training on ~O(D) tasks
Transformers,exponential task generalization,achieve on sparse parity functions
exponential task generalization,In-context Learning (ICL),is demonstrated via
exponential task generalization,chain-of-thought (CoT) reasoning,is demonstrated via
generalization,arithmetic,is shown in
generalization,translation,is shown in
Large language models (LLMs),task generalization,exhibit remarkable
classical supervised learning,test data distribution,assumes follows training data distribution
LLMs,new task distributions,can generalize to with few demonstrations
test data distribution,training data distribution,assumed to follow
LLMs,new task distributions,generalize to with few demonstrations
in-context learning (ICL),LLMs,phenomenon exhibited by
trained Transformers,algorithmic learners,implement
Transformer,parity functions,trained to learn through ICL
ICL,input prompt,uses concatenated demonstrations and query in
prompt,target function fi,corresponds to one specific
"Parity(10, 2) family",possible tasks,yields 45
functions fi,"Parity(10, 2) family",drawn from
Standard ICL,generalization across tasks,fails to achieve
Chain-of-Thought (CoT) reasoning,performance on unseen tasks,significantly improves
Transformers,ICL,rely solely on
Transformers,hierarchical reasoning,struggle with problems requiring
Transformers,sparse parity functions,fail at out-of-domain learning of
sparse parity functions,XOR operation,each task is a simple
Chain-of-Thought (CoT) reasoning,intermediate steps,incorporates
