node_1,node_2,edge
PAC Learning,Improvements,topic of study
lower bounds,machine learning,basic concept in
samples,error ϵ,required to achieve
data points,agents,are
agents,improve,ability to
positive classification,agents,desired by
zero error,close enough,achievable by being
hiring test,threshold θ,uses
agents,skill level,can improve
approximation ˆθ,threshold θ,approximates
error zero,agents classified as positive,ensures
error zero,qualified agents,ensures classification for
agents improve,zero error,enables
strategic classification,machine learning,is a subfield of
strategic classification,deployed classifier,involves
deployed classifier,entities it is aiming to classify,influences behavior of
classifier,credit scores,maps to
credit scores,cutoff,uses to determine
cutoff,loan applicants,determines eligibility for
agents,improve their score,take actions to
strategic classification,measure management,also known as
measure management,actions taken,describes when
actions taken,agent's true improvement,do not truly improve
improvement-aware algorithms,agents,take into account
agents,ability to improve,have limited
ability to improve,sample complexity of learning,can reduce
ability to improve,learning,can make harder
strategic classification,measure management,synonymous terms for actions that do not truly improve agent quality
strategic classification,performative prediction,more general concept encompassing strategic classification
agent,classifier,agent responds to classifier to potentially improve classification
agent,strategic improvement,agent engages in strategic improvement by changing true features
strategic improvement,classifier,classifier must account for strategic improvement response
agent improvement,learnability,agent's capacity for improvement impacts learnability
agent improvement,sample complexity,agent's capacity for improvement impacts sample complexity
agent improvement,algorithm design,agent's capacity for improvement impacts algorithm design for accurate classification
agent improvement,conservative algorithms,ability of agents to improve favors more conservative decision algorithms
false-negative errors,conservative algorithms,reduced concern over false-negative errors due to agent improvement potential
false-positive errors,conservative algorithms,increased concern over false-positive errors in conservative algorithms
