node_1,node_2,edge
NETS,Non-Equilibrium Transport Sampler,is an acronym for
NETS,sampling algorithm,is a type of
NETS,unnormalized probability distributions,samples from
NETS,annealed importance sampling (AIS),builds on
NETS,Langevin dynamics,uses to evolve walkers
NETS,importance weights,evolves to debias solutions
NETS,Jarzynski’s equality,follows
NETS,learned drift term,adds to dynamics
learned drift term,corrective weights,offsets the need for
learned drift term,Kullback-Leibler divergence,bounds
NETS,unbiased samples,provides
NETS,tunable diffusion coefficient,features
tunable diffusion coefficient,effective sample size,maximizes
paper,sample probability distributions,aims to
sample probability distributions,normalization,known only up to
statistical physics,sample probability distributions,application of
Bayesian inference,sample probability distributions,application of
non-log-concave targets,sample probability distributions,challenging for
Markov Chain Monte Carlo (MCMC),ergodic sampling methods,type of
Langevin dynamics,ergodic sampling methods,type of
non-equilibrium sampling strategies,alternative approach,offers
non-equilibrium sampling strategies,transport samples,achieves
transport samples,non-stationary distributions,on
non-stationary distributions,simple base distribution,evolve from
simple base distribution,normal distribution,example of
non-stationary distributions,target,evolve to
Annealed Importance Sampling (AIS),non-equilibrium sampling strategies,method of
Sequential Monte Carlo (SMC),non-equilibrium sampling strategies,method of
Jarzynski's equality,continuous-time variants,based on
continuous-time variants,Annealed Importance Sampling (AIS),variant of
Non-Equilibrium Transport Sampler (NETS),Langevin dynamics,augments
Non-Equilibrium Transport Sampler (NETS),evolving potential,operates on
Non-Equilibrium Transport Sampler (NETS),learned transport,augments with
Non-Equilibrium Transport Sampler (NETS),Jarzynski’s equality,generalizes
Non-Equilibrium Transport Sampler (NETS),sequential Monte-Carlo (SMC),can be used with
optimal drift,objective function,minimizes
optimal drift,importance weights,eliminates need for
optimal drift,physics-informed neural networks,based on
importance weights,bias,corrects
importance weights,variance,can have high
dynamical quench,transport,achieves
dynamical quench,Langevin dynamics,performed via
lag,walkers’ distribution,lags behind target
lag,high-variance weights,leads to
