node_1,node_2,edge
Generalized Skew Spectrum,Graph embeddings,is a family of
Generalized Skew Spectrum,Skew Spectrum,generalizes
Generalized Skew Spectrum,graph invariants,introduces a new class of
graph invariants,isomorphism-invariant,are
Generalized Skew Spectrum,attributed graphs,can embed
Generalized Skew Spectrum,multilayer graphs,can embed
Generalized Skew Spectrum,hypergraphs,can embed
Skew Spectrum,attributed graphs,could not handle
Skew Spectrum,multilayer graphs,could not handle
Skew Spectrum,hypergraphs,could not handle
Generalized Skew Spectrum,family of functions,defines
family of functions,trade-off,enables
trade-off,computational complexity,between
trade-off,expressivity,between
Generalized Skew Spectrum,heuristics,applies
heuristics,expressivity,improve
Generalized Skew Spectrum,invariance,proves
Generalized Skew Spectrum,expressiveness,demonstrates improved
Generalized Skew Spectrum,efficient computation,discusses
Traditional graph representations,adjacency matrices,are examples of
adjacency matrices,conventional node numbering,are sensitive to
conventional node numbering,graph data,used when acquiring
Graph representations,initial node numbering,are sensitive to
initial node numbering,learning on graphs,makes harder
rotation- and translation-sensitive representations,learning on images,makes challenging
graph representations sensitive to initial node numbering,rotation- and translation-sensitive representations,are analogous to
permutation-invariant graph embeddings,graph invariants,also known as
permutation-invariant embedding,graphs,represents as vectors
permutation-invariant embedding,isomorphic graphs,assigns same vector to
expressivity of embedding,distinguishing non-isomorphic graphs,determined by ability of
complete embedding,non-isomorphic graphs,maps to different vectors
computational efficiency,completeness,requires trade-off with
determining graph isomorphism,NP-intermediate problem,is example of
graph neural networks (GNNs),graph invariants,renewed importance of constructing
message-passing neural networks,graph neural networks (GNNs),are a type of
rotation- and translation-sensitive representations,learning on images,makes challenging
harder task,rotation- and translation-sensitive representations,similarly to how
