node_1,node_2,edge
Constrained LLM generation,formal grammar,enforces adherence to
strict enforcement of formal constraints,reasoning capabilities of LLMs,diminishes
restrictive grammars,reasoning capabilities of LLMs,reduces
output grammar,additional rules,augmented with
additional rules,reasoning capabilities of LLMs,preserves
CRANE,constrained decoding algorithm,is a
CRANE,correctness of constrained generation,balances with flexibility of unconstrained generation
CRANE,state-of-the-art constrained decoding strategies,outperforms
CRANE,standard unconstrained decoding,outperforms
decoding strategies,standard unconstrained decoding,compared to
decoding strategies,accuracy improvement,achieves
accuracy improvement,symbolic reasoning benchmarks,measured on
symbolic reasoning benchmarks,GSM-symbolic,includes
symbolic reasoning benchmarks,FOLIO,includes
Transformer-based large language models (LLMs),AI systems,used in
AI systems,software tools,interact with
software tools,Python interpreters,example of
software tools,logical solvers,example of
software tools,theorem provers,example of
LLMs,outputs,produces
outputs,syntactic and semantic constraints,must comply with
logical solver,output,requires parsable
Wolfram Alpha,user queries,translates
user queries,domain-specific language (DSL),translated into
domain-specific language (DSL),symbolic solvers,utilized by
pre-trained LLM outputs,downstream tools’ input,do not always comply with
pre-trained LLM outputs,downstream tools’ input requirements,do not always comply with
constrained decoding algorithms,pre-trained LLM outputs,project onto user-specified formal constraints
constrained decoding algorithms,syntactic correctness,improves
constrained decoding,functional correctness,does not guarantee
imposing constraints on LLM outputs,functional correctness,can reduce
reduction in functional accuracy,decline in LLM’s reasoning capabilities,attributed to
constrained decoding,LLM’s reasoning capabilities,may reduce
constrained decoding,syntax errors,reduces
constrained decoding,unconstrained reasoning capabilities of LLMs,needs to preserve
