node_1,node_2,edge
Tilted empirical risk (TER),Generalization error,TER is used to define a generalization error bound
Tilted empirical risk (TER),Exponential tilting,TER is inspired by exponential tilting
Tilted empirical risk (TER),Robustness,TER is studied for robustness under negative tilt
Negative tilt,Tilted empirical risk (TER),Negative tilt is a parameter regime for TER
Generalization error,Population risk,Generalization error is the difference between population risk and tilted empirical risk
Generalization error,Tilted empirical risk (TER),Generalization error is defined as the difference between population risk and TER
Uniform bounds,Tilted generalization error,Uniform bounds are provided for the tilted generalization error
Information-theoretic bounds,Tilted generalization error,Information-theoretic bounds are provided for the tilted generalization error
Unbounded loss function,Tilted generalization error,Bounds hold for unbounded loss function under certain moment conditions
(1+ϵ)-th moment of loss function,Tilted generalization error,The bound depends on the (1+ϵ)-th moment of the loss function
Convergence rate,Tilted generalization error,The convergence rate is O(n^{-ϵ/(1+ϵ)})
Number of training samples (n),Convergence rate,The convergence rate depends on n
Robustness,Noisy outliers,Robustness is studied with respect to noisy outliers at training time
Distribution shift,Tilted empirical risk (TER),Theoretical guarantees are provided under distribution shift for TER
Tilt value,Data-driven manner,The tilt value is selected in a data-driven manner
Empirical risk minimization (ERM),tilted empirical risk (TER),is extended by
tilted empirical risk (TER),tilted empirical risk minimization (TERM),is minimized by
Empirical risk minimization (ERM),tilted empirical risk minimization (TERM),is generalized by
tilted empirical risk (TER),supervised learning,is used in
tilted empirical risk minimization (TERM),class imbalance,handles
tilted empirical risk minimization (TERM),outliers,mitigates effect of
tilted empirical risk minimization (TERM),fairness between subgroups,enables
log-sum-exponential operator,tilted empirical risk (TER),inspires
log-sum-exponential operator,multinomial linear regression,has applications in
log-sum-exponential operator,naive Bayes classifiers,has applications in
TERM framework,differential privacy,has been applied to
TERM framework,semantic segmentation,has been applied to
TERM framework,noisy label self-correction,has been applied to
TERM framework,off-policy learning and evaluation,has been applied to
statistical learning theory,generalization error,studies
generalization error,risk function,quantified by
statistical learning theory,empirical risk,includes approaches for
empirical risk,VC dimension-based bounds,includes
empirical risk,stability-based bounds,includes
empirical risk,PAC Bayesian bounds,includes
empirical risk,information-theoretic bounds,includes
this paper,tilted empirical risk,focuses on generalization and robustness of
tilted empirical risk,tilted generalization error,also called
Section 3,upper and lower bounds,provides
