node_1,node_2,edge
adversarial bandits,differentially private algorithms,are solved by
bandits with expert advice,differentially private algorithms,are solved by
non-private bandit algorithm,private bandit algorithm,converted to
regret upper bound,adversarial bandits,is achieved for
central differential privacy,local differential privacy,separation from
sublinear expected regret,adversarial bandits,is achieved for
number of actions,number of experts,are parameters K and N
learner,nature,plays a sequential game against
nature,loss function,picks
learner,action,selects
nature,loss of selected action,reveals
learner,minimize regret,goal is to
bandit algorithms,online advertising,applied to
bandit algorithms,medical trials,applied to
bandit algorithms,recommendation systems,applied to
bandit algorithms,publish actions,used to
publish actions,leaking sensitive user information,without
bandit algorithms,sensitive user information,should not leak
treatment options,patients,predicted for
goal,maximizing number of cured patients,is
publishing results,best treatment,about
publishing results,sensitive patient medical history,should not leak
online advertising,recommended ads,publishes
recommended ads,user preferences,should not leak
adversarial bandits,differential privacy,studied under constraint of
stochastic setting,price of privacy,is understood in
adversarial bandits,price of privacy,is not well understood in
Agarwal & Singh (2017),ε-differentially private bandit algorithms,give
Tossou & Dimitrakakis (2017),ε-differentially private bandit algorithms,give
ε-differentially private bandit algorithms,expected regret,has
expected regret,O(√(KT log(K)/ε)),is at most
algorithms,local differential privacy,satisfy stronger notion of
local differential privacy,high privacy requirements,becomes vacuous for
high privacy requirements,ε < 1/√T,might require
main contributions,differentially private algorithms,provide new
differentially private algorithms,adversarial bandits,for
differentially private algorithms,bandits with expert advice,for
differentially private algorithms,better trade-offs between privacy and regret,provide
conversion,non-private bandit algorithm,of any
conversion,private bandit algorithm,into
