node_1,node_2,edge
Data augmentation,machine learning,used in
Data augmentation,training dataset,transforms and expands
point clouds,disorder and irregularity,characterized by
existing methods,geometric diversity,struggle to enrich
existing methods,topological consistency,struggle to maintain
SinPoint,topological structure,preserves
SinPoint,homeomorphism,uses
Sine function,smooth displacements,generates
smooth displacements,object deformations,simulates
Markov chain Augmentation Process,data distribution,expands
Markov chain Augmentation Process,basic transformations,combines
SinPoint,Mixup and Deformation methods,outperforms
SinPoint,shape classification,improves performance for
SinPoint,part segmentation,improves performance for
PointNet++,SinPoint,used with
DGCNN,SinPoint,used with
ScanObjectNN dataset,shape classification,used for
SinPoint,state-of-the-art accuracy,achieves
SinPoint,shape classification,achieves state-of-the-art accuracy of 90.2 on
SinPoint,ScanObjectNN dataset,evaluated on
SinPoint,deformation process,ensures smooth and natural
PointWOLF,data distortion,can lead to
PointWOLF,semantic deviation,can lead to significant
Data Augmentation (DA),training data,generates more diverse samples from
Data Augmentation (DA),original data,applies transformations to
model performance,data quality and quantity,depends on
Data Augmentation,training samples,generates more diverse
Data Augmentation,insufficient data,mitigates negative effects of
Data Augmentation,distribution bias,mitigates negative effects of
Data Augmentation,model generalization ability,improves
Data Augmentation,training data distribution,expands
Data Augmentation,over-reliance on specific patterns,avoids
Data Augmentation,original data distribution,applies transformations to
augmented distribution,original distribution,resembles but with increased variance and broader sample space
Data Augmentation,data diversity,enhances
Data Augmentation,model dependence on specific samples,reduces
Data Augmentation,general patterns,helps model capture
Data Augmentation,image data,shows significant success in handling
Cutout,Data Augmentation,is a method of
Mixup,Data Augmentation,is a method of
Cutmix,Data Augmentation,is a method of
SinPoint-SSF,augmented samples,produces with single peak
SinPoint-MSF,augmented samples,produces with multiple distinct peaks
