node_1,node_2,edge
Simplicity Bias,Two-Layer ReLU Networks,occurs in
Optimization Threshold,Two-Layer ReLU Networks,observed in
Simplicity Bias,Optimization Threshold,results in
Overparametrized Models,Generalization,challenge for understanding
Interpolation,Global Minimum,converges to
Training Loss,Global Minimum,has
Training Loss,Spurious Local Minima,has
Number of Training Samples,Optimization Threshold,determines
Early Alignment Phase,Neurons,aligns
Early Alignment Phase,Simplicity Bias,leads to
Simplicity Bias,Ground Truth Model,approximates
Optimization Threshold,Interpolation,makes not beneficial
Optimization Threshold,Generalization,enhances
optimization threshold,interpolation,interpolation is not beneficial beyond
interpolation,generalization,enhances
neural networks,generalization capabilities,understanding is a fundamental open question
neural networks,zero training loss,can achieve
zero training loss,generalizing well,while still
overparametrization,interpolate the training data,enables models to
interpolate the training data,avoid overfitting,yet
generative AI paradigms,generalization,introduced a paradigm shift in understanding
large language models,generative AI paradigms,are an example of
diffusion models,generative AI paradigms,are an example of
models,generate new data,can
models,perform novel tasks,can
perform novel tasks,interpolating,without necessarily
in-context learning,transformers,is a capability of
in-context learning,Bayesian inference,leverages mechanisms akin to
in-context learning,generalization,raises questions about
pretraining datasets,task diversity,limited diversity may constrain
Raventós et al. (2024),in-context learning,investigated effect of task variety on
diffusion models,generative modeling,is a method for
diffusion models,score function,learn to estimate
diffusion models,image generation,used for high-quality
