node_1,node_2,edge
Private Lossless Multiple Release,Joel Daniel Andersson,authored by
Private Lossless Multiple Release,Lukas Retschmeier,authored by
Private Lossless Multiple Release,Boel Nelson,authored by
Private Lossless Multiple Release,Rasmus Pagh,authored by
Koufogiannis et al. (2016),gradual release result,showed
gradual release result,Laplace noise-based differentially private mechanisms,applies to
ε-DP release,new release with privacy parameter ε′ > ε,can be computed from
combined privacy loss,ε′,is at most
distribution of latter release,single release with parameter ε′,same as
Koufogiannis et al. (2016),Gaussian noise gradual release techniques,also showed
Gaussian noise gradual release techniques,Whitehouse et al. (2022),explored by
this paper,multiple release setting,considers
multiple release setting,analysts,involves
analysts,private releases with different privacy parameters,hold
private releases with different privacy parameters,different access/trust levels,correspond to
releases,privacy parameters in arbitrary order,determined one by one with
multiple release,lossless,is defined as
lossless multiple release,subset S of releases,having access to has privacy guarantee of least private release in S
lossless multiple release,each release has same distribution as single release with same privacy parameter,requires
main result,lossless multiple release possible for additive noise mechanisms,states
Gaussian mechanism,simple method for lossless multiple release,has
simple method for lossless multiple release,"short, self-contained analysis",includes
"short, self-contained analysis",knowledge of Brownian motion mathematics,does not require
this paper,lossless multiple release for Laplace and Poisson,also presents
Differential privacy,privacy guarantees,provides
Differentially private algorithms,noise,introduce inaccuracy through
Differential privacy,privacy-accuracy trade-off,results in
privacy budget,differentially private algorithm,determines information revealed by
smaller privacy budget,more private but less accurate results,means
Laplace mechanism,lossless multiple release,supports
Poisson mechanism,lossless multiple release,supports
gradual release,sparse histograms,applied to
mechanism,running time independent of number of dimensions,has
privacy budget,analyst,granted to
privacy budget,trust,depends on
privacy budget,accuracy assumptions,depends on
system,security clearance levels,has
data analyst,developer,higher clearance level than
company,user statistics,releases
accurate release,data analysts,for
less accurate release,external consultants,for
even less accurate release,shareholders,for
users,data markets,sell data on
accuracy of release,payment,depends on
users,different budgets,use for different releases
local differential privacy,distributed settings,relevant in
data owner,differentially private function,shares
data owner,multiple servers,shares with
privacy budget,server,depends on
patient,local hospital,trusts more than national hospitals
patient,national hospitals,may not trust
hospitals,collusion,may engage in
multiple releases,different privacy budgets,motivated by
multiple releases,different analysts,aimed at
releases,coordination,should be coordinated
group of analysts,releases,combine
