node_1,node_2,edge
Auto-reconfiguration,Latency Minimization,aims to achieve
CPU-based DNN Serving,Latency Minimization,focuses on
Intra-operator parallelism,Inference latency,reduces
Intra-operator parallelism,Diminishing returns,provides
Multiple instances,Single instance,alternative to
Multiple instances,Lower inference latency,can provide
Configuration,Workload-dependent,is
Configuration,Deployment-dependent,is
Packrat,Optimal number of instances (i),algorithmically picks
Packrat,Number of threads (t),algorithmically picks
Packrat,Batch sizes (b),algorithmically picks
Packrat,TorchServe,built as an extension to
Packrat,Online reconfigurations,supports
Online reconfigurations,Serving downtime,avoids
Packrat,Inference latency improvement,achieves
Packrat,inference latency,improves
DNN serving,datacenter workload,is an increasingly important
DNN serving systems,online services,used in
requests,real time,must be served in
serving systems,high request rates,must handle
serving systems,low response latency,must handle with
DNN serving systems,TensorFlow Serving,includes
DNN serving systems,TorchServe,includes
DNN serving systems,Triton,includes
GPUs,CPUs,provide better throughput than
GPUs,expensive and power-hungry,are often more
GPUs,underutilized,end up
CPU advances,high core counts,include
CPU advances,specialized instructions,include
specialized instructions,lower numerical precision multiplications,support
Intel,AVX-512,developed
AMD,specialized instructions,developed
AVX-512,lower numerical precision multiplications,supports
AMX,lower numerical precision multiplications,supports
multicore CPUs,cloud servers,equipped in
Meta,CPU-based serving,uses
Microsoft,CPU-based serving,uses
Triton,request handling,provides
TorchServe,request handling,provides
intra-operator parallelism,DNN model serving,improves latency of
increasing threads,diminishing returns,results in
