node_1,node_2,edge
Multi-Objective Causal Bayesian Optimization,causal Bayesian optimization,extends
Multi-Objective Causal Bayesian Optimization,Pareto-optimal interventions,identifies
Multi-Objective Causal Bayesian Optimization,multi-target causal graph,operates within
causal Bayesian optimization,causal relationships,exploits
causal Bayesian optimization,interventions,performs
Pareto-optimal interventions,search space,reduces
search space,sub-optimal interventions,discards
MO-CBO problem,multi-objective optimization tasks,decomposed into
MO-CBO algorithm,relative hypervolume improvement,guided by
MO-CBO algorithm,Pareto-optimal interventions,identifies
Decision-making problems,healthcare,arise in domain
Decision-making problems,manufacturing,arise in domain
Decision-making problems,public policy,arise in domain
interventions,costly,are inherently
practical applications,budgetary constraints,subject to
systems,causal mechanisms,governed by
causal mechanisms,optimal outcomes,exploited to approach
Bayesian optimization,expensive-to-evaluate black-box functions,optimizes
Bayesian optimization,causal information,cannot leverage
MO-CBO problem,healthcare,example in
Causal graph,outcome variables,depicts red nodes as
Causal graph,manipulative variables,depicts orange nodes as
Causal graph,non-manipulative variables,depicts grey nodes as
solution,interventions,consists of
interventions,optimal trade-offs,yield
Bayesian optimization,expensive-to-evaluate black-box functions,is a strategy for optimizing
causal Bayesian optimization (CBO),Bayesian optimization,generalizes
causal Bayesian optimization (CBO),causal structure,leverages
multi-objective causal Bayesian optimization (MO-CBO),causal Bayesian optimization (CBO),generalizes
multi-objective causal Bayesian optimization (MO-CBO),multiple outcome variables,optimizes
Pareto front,optimal trade-offs,represents
Statin intake,PSA levels,are simultaneously minimized
prostate-specific antigen (PSA),risk factors,has causal relationships with
