node_1,node_2,edge
brokerage,online learning,studied through the lens of
broker,traders,interacts with
broker,trading price,suggests
traders,secret valuations,have
traders,willingness to buy or sell,reveals
trade,brokerage price,occurs if price falls between valuations
contextual data,asset and market conditions,based on
regret minimization,bilateral trade,applied to
algorithms,regret guarantees,prove optimal
seller/buyer interactions,broker,mediated by
broker,private valuations,has no prior knowledge of
traders,asset,have valuations for
brokerage price,asset,determines trading decision relative to valuations
over-the-counter (OTC) markets,conventional exchanges,alternative to
OTC markets,brokers,rely on
brokers,buyers and sellers,bridge gap between
brokers,contextual knowledge and market insights,leverage
brokers,pricing,determine appropriate
brokers,contextual knowledge,leverage
brokers,market insights,leverage
brokers,pricing,determine appropriate
pricing,assets,determined for
brokers,supply and demand,examine
brokers,market trends,examine
brokers,asset-specific information,examine
brokers,true market value,propose prices reflecting
price discovery process,broker’s role,is a crucial aspect of
price discovery process,efficient transactions,helps ensure
traders,buy or sell,choose to
buy or sell,contingent market conditions,depends on
asset trades,stocks,includes
asset trades,derivatives,includes
asset trades,art,includes
asset trades,collectibles,includes
asset trades,precious metals and minerals,includes
asset trades,energy commodities,includes
energy commodities,gas and oil,like
asset trades,digital currencies (cryptocurrencies),includes
contextual version,online brokerage problem,is a
broker,meaningful information,has access to
meaningful information,asset being traded,about
meaningful information,surrounding market conditions,about
information,more targeted trading prices,helps broker propose
information,current market value,helps infer
ignoring information,missing trading opportunities,could be costly in terms of
